bo_id,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
815,53.2000007629395,52.7000007629395,52.741443752984225,52.78288674302894,52.824329733073654,52.865772723118376,52.9072157131631,52.94865870320781,53.16732375666479,53.38598881012177,53.60465386357876,53.82331891703574,53.8533044317478,53.88328994645986,53.91327546117192,53.94326097588398,53.97324649059604,54.0032320053081,54.03321752002016,54.06320303473222,54.09318854944428,54.12317406415634
820,53.7999992370605,53.2999992370605,53.32610794325951,53.35221664945852,53.37832535565753,53.40443406185654,53.43054276805555,53.45665147425456,53.60431396516317,53.75197645607179,53.899638946980396,54.047301437889004,54.13037424260922,54.213447047329446,54.29651985204967,54.37959265676989,54.462665461490104,54.54573826621033,54.62881107093055,54.71188387565077,54.79495668037099,54.87802948509121
821,65.3000030517578,65.1999969482422,65.1222551850911,65.04451342194002,64.96677165878893,64.88902989563783,64.81128813248675,64.73354636933566,65.00268220635951,65.27181804338336,65.54095388040722,65.81008971743107,65.87677061418104,65.94345151093103,66.010132407681,66.07681330443097,66.14349420118094,66.21017509793093,66.2768559946809,66.34353689143087,66.41021778818086,66.47689868493083
823,62.5,62.0,62.00941410255107,62.01882820510214,62.028242307653215,62.037656410204285,62.047070512755354,62.056484615306424,62.20085520265045,62.34522578999448,62.48959637733851,62.633966964682536,62.693337686082906,62.752708407483276,62.81207912888364,62.87144985028401,62.93082057168438,62.99019129308475,63.04956201448512,63.10893273588548,63.16830345728585,63.22767417868622
825,68.5,67.8000030517578,67.8173087680889,67.83461448442002,67.85192020075112,67.86922591708222,67.88653163341333,67.90383734974444,68.04979668718056,68.19575602461667,68.34171536205278,68.4876746994889,68.55848479920712,68.62929489892535,68.70010499864358,68.7709150983618,68.84172519808001,68.91253529779824,68.98334539751647,69.05415549723469,69.1249655969529,69.19577569667113
827,67.5,66.8000030517578,66.81643828713527,66.83287352251276,66.84930875789023,66.8657439932677,66.88217922864519,66.89861446402266,67.04076808002833,67.18292169603399,67.32507531203966,67.46722892804533,67.52053768240232,67.57384643675933,67.62715519111632,67.68046394547332,67.73377269983031,67.7870814541873,67.8403902085443,67.8936989629013,67.9470077172583,68.00031647161529
829,68.1999969482422,67.5,67.52220858105298,67.54441716210596,67.56662574315894,67.5888343242119,67.61104290526488,67.63325148631786,67.81056284727723,67.98787420823658,68.16518556919593,68.34249693015529,68.46084431835706,68.57919170655883,68.6975390947606,68.81588648296237,68.93423387116414,69.05258125936591,69.17092864756768,69.28927603576945,69.40762342397122,69.52597081217299
830,66.1999969482422,65.5999984741211,65.58829321678334,65.57658795944559,65.56488270210784,65.55317744477009,65.54147218743233,65.52976693009458,65.70096055089337,65.87215417169216,66.04334779249093,66.21454141328972,66.28882747675438,66.36311354021905,66.4373996036837,66.51168566714836,66.58597173061301,66.66025779407768,66.73454385754233,66.80882992100699,66.88311598447166,66.95740204793631
850,50.5,49.9000015258789,49.945286710510366,49.990571895141834,50.0358570797733,50.08114226440477,50.126427449036235,50.1717126336677,50.38914003677455,50.60656743988139,50.82399484298823,51.041422246095074,51.06250385373177,51.08358546136846,51.10466706900515,51.12574867664184,51.146830284278536,51.16791189191523,51.18899349955192,51.210075107188615,51.2311567148253,51.252238322462
867,64.8000030517578,64.0999984741211,64.12430397165018,64.14860946917926,64.17291496670833,64.19722046423742,64.2215259617665,64.24583145929559,64.31878781349937,64.39174416770315,64.46470052190693,64.53765687611072,64.60755108585057,64.67744529559045,64.7473395053303,64.81723371507016,64.88712792481002,64.95702213454989,65.02691634428975,65.0968105540296,65.16670476376947,65.23659897350933
868,64.3000030517578,63.4000015258789,63.426822154664364,63.45364278344984,63.48046341223531,63.507284041020775,63.53410466980624,63.56092529859171,63.63590813385975,63.71089096912779,63.78587380439582,63.86085663966386,63.92552746429932,63.990198288934785,64.05486911357025,64.11953993820572,64.18421076284118,64.24888158747665,64.3135524121121,64.37822323674757,64.44289406138303,64.5075648860185
869,65.0999984741211,64.0999984741211,64.14354560233271,64.18709273054432,64.23063985875592,64.27418698696754,64.31773411517915,64.36128124339076,64.4136007989284,64.46592035446605,64.51823991000369,64.57055946554132,64.6403657036447,64.71017194174809,64.77997817985147,64.84978441795485,64.91959065605823,64.98939689416162,65.059203132265,65.12900937036838,65.19881560847176,65.26862184657514
871,64.6999969482422,63.7000007629395,63.69454192521959,63.689083087499675,63.68362424977977,63.678165412059855,63.67270657433994,63.66724773662003,63.79355891546498,63.91987009430993,64.04618127315487,64.17249245199983,64.26023263755945,64.34797282311908,64.43571300867872,64.52345319423834,64.61119337979797,64.69893356535759,64.78667375091722,64.87441393647686,64.96215412203648,65.0498943075961
873,64.8000030517578,64.0999984741211,64.12939333114781,64.15878818817453,64.18818304520124,64.21757790222796,64.24697275925467,64.27636761628139,64.35695800973163,64.43754840318186,64.51813879663209,64.59872919008232,64.72358848239664,64.84844777471095,64.97330706702525,65.09816635933956,65.22302565165387,65.34788494396818,65.4727442362825,65.59760352859679,65.7224628209111,65.84732211322542
874,64.8000030517578,64.0999984741211,64.12594499493316,64.15189151574522,64.17783803655729,64.20378455736936,64.22973107818142,64.25567759899349,64.33109548812175,64.40651337725001,64.48193126637828,64.55734915550654,64.64496641670264,64.73258367789875,64.82020093909485,64.90781820029095,64.99543546148703,65.08305272268314,65.17066998387924,65.25828724507534,65.34590450627144,65.43352176746754
875,64.8000030517578,64.0999984741211,64.1239694985774,64.14794052303371,64.17191154749003,64.19588257194633,64.21985359640263,64.24382462085894,64.31627926545357,64.38873391004819,64.4611885546428,64.53364319923743,64.59992509979134,64.66620700034524,64.73248890089916,64.79877080145306,64.86505270200696,64.93133460256087,64.99761650311477,65.06389840366869,65.13018030422259,65.1964622047765
886,59.7999992370605,59.0999984741211,59.13448451735021,59.16897056057932,59.20345660380843,59.237942647037535,59.27242869026664,59.30691473349575,59.456892661559635,59.60687058962352,59.7568485176874,59.906826445751285,60.00657039798946,60.10631435022763,60.2060583024658,60.30580225470397,60.40554620694214,60.50529015918031,60.60503411141848,60.704778063656654,60.804522015894825,60.904265968133
941,68.1999969482422,66.6999969482422,66.90405436405057,67.10811177985893,67.31216919566731,67.51622661147567,67.72028402728404,67.9243414430924,68.07542680386551,68.22651216463862,68.37759752541172,68.52868288618482,68.64630020286737,68.7639175195499,68.88153483623245,68.99915215291499,69.11676946959753,69.23438678628007,69.35200410296261,69.46962141964515,69.58723873632769,69.70485605301023
955,63.7999992370605,62.5999984741211,62.726288296637755,62.852578119154416,62.97886794167107,63.10515776418772,63.231447586704384,63.35773740922104,63.45617213918133,63.55460686914162,63.65304159910191,63.7514763290622,63.81670336353605,63.88193039800991,63.947157432483756,64.01238446695761,64.07761150143146,64.14283853590531,64.20806557037916,64.27329260485303,64.33851963932688,64.40374667380073
1204,59.7000007629395,58.7999992370605,58.85261204590585,58.9052248547512,58.95783766359655,59.0104504724419,59.06306328128725,59.1156760901326,59.242594923838226,59.36951375754386,59.49643259124948,59.6233514249551,59.695667027635594,59.76798263031609,59.84029823299658,59.91261383567707,59.98492943835757,60.05724504103806,60.12956064371855,60.20187624639904,60.274191849079536,60.346507451760026
1235,61.7999992370605,61.0,61.04400418514773,61.08800837029545,61.13201255544317,61.176016740590896,61.22002092573862,61.264025110886344,61.35878044447035,61.45353577805435,61.548291111638356,61.64304644522236,61.661988925701586,61.68093140618081,61.69987388666003,61.718816367139254,61.73775884761848,61.756701328097705,61.77564380857693,61.79458628905615,61.813528769535374,61.8324712500146
1236,61.2000007629395,60.4000015258789,60.447482891606825,60.49496425733476,60.54244562306269,60.589926988790616,60.63740835451854,60.684889720246474,60.78336271679068,60.88183571333487,60.98030870987907,61.07878170642327,61.12448456242512,61.17018741842696,61.2158902744288,61.26159313043065,61.30729598643249,61.35299884243434,61.398701698436184,61.44440455443802,61.49010741043987,61.535810266441715
1237,62.2999992370605,61.5,61.5314777236731,61.5629554473462,61.5944331710193,61.625910894692396,61.657388618365495,61.688866342038594,61.81558311637577,61.942299890712945,62.06901666505013,62.195733439387304,62.266594214614976,62.33745498984265,62.40831576507033,62.479176540298,62.55003731552567,62.62089809075334,62.691758865981015,62.762619641208694,62.833480416436366,62.90434119166404
1254,59.0,57.2999992370605,57.53558118252744,57.77116312799438,58.00674507346132,58.242327018928265,58.477908964395205,58.713490909862145,58.962613826155206,59.211736742448274,59.46085965874134,59.7099825750344,59.781067798937485,59.852153022840575,59.92323824674366,59.99432347064675,60.06540869454983,60.13649391845291,60.207579142356,60.278664366259086,60.349749590162176,60.42083481406526
1297,67.0999984741211,63.2999992370605,63.3752104896795,63.450421742298516,63.52563299491753,63.600844247536536,63.67605550015554,63.751266752774555,63.94808193034808,64.14489710792161,64.34171228549513,64.53852746306866,64.57950489894665,64.62048233482463,64.66145977070262,64.70243720658061,64.74341464245859,64.78439207833658,64.82536951421457,64.86634695009256,64.90732438597054,64.94830182184853
1481,72.4000015258789,71.4000015258789,71.42672978586695,71.453458045855,71.48018630584305,71.5069145658311,71.53364282581914,71.56037108580719,71.70471272429391,71.84905436278063,71.99339600126734,72.13773763975406,72.14740030703663,72.1570629743192,72.16672564160176,72.17638830888433,72.1860509761669,72.19571364344947,72.20537631073203,72.21503897801459,72.22470164529716,72.23436431257973
1482,64.1999969482422,63.2999992370605,63.291666919739384,63.28333460241827,63.27500228509716,63.266669967776046,63.25833765045493,63.25000533313382,63.371006288762246,63.49200724439068,63.61300820001911,63.734009155647534,63.76371603617221,63.79342291669689,63.82312979722157,63.85283667774625,63.882543558270925,63.912250438795596,63.941957319320274,63.97166419984495,64.00137108036964,64.03107796089431
1536,67.1999969482422,65.9000015258789,65.9904032991399,66.08080507240089,66.17120684566189,66.26160861892289,66.35201039218389,66.44241216544488,66.5942652068061,66.74611824816732,66.89797128952854,67.04982433088976,67.1333695520548,67.21691477321983,67.30045999438487,67.3840052155499,67.46755043671493,67.55109565787997,67.63464087904501,67.71818610021005,67.80173132137507,67.88527654254011
1797,61.5999984741211,61.2999992370605,61.218134976074595,61.136270715088685,61.054406454102775,60.97254219311687,60.89067793213097,60.80881367114506,60.98776595596624,61.166718240787425,61.34567052560861,61.52462281042979,61.634984774905696,61.74534673938161,61.855708703857516,61.96607066833343,62.076432632809336,62.18679459728524,62.297156561761156,62.40751852623706,62.517880490712976,62.62824245518888
1800,62.5999984741211,51.9000015258789,53.16593588519929,54.43187024451967,55.697804603840055,56.963738963160445,58.229673322480835,59.49560768180122,59.79176016873405,60.087912655666884,60.384065142599724,60.68021762953256,60.74341425142196,60.80661087331137,60.869807495200774,60.93300411709018,60.99620073897958,61.05939736086899,61.122593982758396,61.1857906046478,61.24898722653721,61.31218384842661
1803,58.5,59.0,59.347842422954635,59.69568484590926,60.0435272688639,60.39136969181853,60.73921211477316,61.087054537727795,60.890068172159715,60.693081806591636,60.49609544102356,60.29910907545548,60.316305732745306,60.33350239003512,60.35069904732494,60.36789570461476,60.38509236190458,60.4022890191944,60.419485676484214,60.43668233377404,60.45387899106386,60.471075648353676
1809,56.7000007629395,57.0,57.43302582548799,57.866051650975976,58.299077476463964,58.73210330195195,59.16512912743994,59.59815495292793,59.499193124677326,59.400231296426725,59.30126946817613,59.20230763992553,59.21248542223062,59.22266320453572,59.23284098684081,59.24301876914591,59.253196551451005,59.2633743337561,59.2735521160612,59.28372989836629,59.29390768067139,59.30408546297648
1819,65.9000015258789,65.4000015258789,65.5705976694809,65.74119381308292,65.91178995668491,66.08238610028691,66.25298224388892,66.42357838749092,66.39747373967371,66.37136909185651,66.34526444403929,66.31915979622208,66.34900376388397,66.37884773154585,66.40869169920774,66.43853566686963,66.46837963453152,66.49822360219339,66.52806756985528,66.55791153751717,66.58775550517905,66.61759947284094
1820,65.9000015258789,65.4000015258789,65.57337076654656,65.74674000721423,65.92010924788188,66.09347848854954,66.2668477292172,66.44021696988486,66.41827196766613,66.39632696544741,66.3743819632287,66.35243696100997,66.41223037698096,66.47202379295194,66.53181720892292,66.5916106248939,66.65140404086489,66.71119745683588,66.77099087280686,66.83078428877783,66.89057770474882,66.95037112071981
1821,70.1999969482422,69.6999969482422,69.84998126396763,69.99996557969307,70.1499498954185,70.29993421114393,70.44991852686937,70.5999028425948,70.60312779793344,70.60635275327209,70.60957770861073,70.61280266394937,70.66572188920156,70.71864111445377,70.77156033970597,70.82447956495817,70.87739879021038,70.93031801546257,70.98323724071477,71.03615646596697,71.08907569121918,71.14199491647138
1838,60.7999992370605,59.0,59.04927378291965,59.0985475658393,59.14782134875894,59.19709513167859,59.246368914598236,59.295642697517884,59.51705242775977,59.73846215800166,59.95987188824355,60.181281618485436,60.240935830432434,60.30059004237944,60.36024425432644,60.419898466273445,60.47955267822044,60.53920689016744,60.59886110211445,60.65851531406145,60.71816952600845,60.77782373795545
1895,59.0,58.5,58.28402946428257,58.06805892856514,57.852088392847705,57.63611785713028,57.42014732141285,57.20417678569542,57.348221737429355,57.49226668916329,57.636311640897226,57.780356592631165,57.8076760153791,57.83499543812704,57.86231486087498,57.88963428362292,57.916953706370855,57.94427312911879,57.97159255186673,57.99891197461467,58.02623139736261,58.053550820110544
