"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"16739";"T001038";"10000";"T001019";"GM0809";"2023JJ00";"   23797"
"16771";"T001038";"10000";"T001019";"GM0330";"2019JJ00";""
"16772";"T001038";"10000";"T001019";"GM0330";"2020JJ00";""
"16773";"T001038";"10000";"T001019";"GM0330";"2021JJ00";""
"16774";"T001038";"10000";"T001019";"GM0330";"2022JJ00";""
"16775";"T001038";"10000";"T001019";"GM0330";"2023JJ00";""
"16807";"T001038";"10000";"T001019";"GM0331";"2019JJ00";"   14473"
"16808";"T001038";"10000";"T001019";"GM0331";"2020JJ00";"   14467"
"16809";"T001038";"10000";"T001019";"GM0331";"2021JJ00";"   14456"
"16810";"T001038";"10000";"T001019";"GM0331";"2022JJ00";"   14512"
"16811";"T001038";"10000";"T001019";"GM0331";"2023JJ00";"   14704"
"16843";"T001038";"10000";"T001019";"GM0024";"2019JJ00";"    9614"
"16844";"T001038";"10000";"T001019";"GM0024";"2020JJ00";"    9537"
"16845";"T001038";"10000";"T001019";"GM0024";"2021JJ00";""
"16846";"T001038";"10000";"T001019";"GM0024";"2022JJ00";""
"16847";"T001038";"10000";"T001019";"GM0024";"2023JJ00";""
"16879";"T001038";"10000";"T001019";"GM0168";"2019JJ00";"   22622"
"16880";"T001038";"10000";"T001019";"GM0168";"2020JJ00";"   22683"
"16881";"T001038";"10000";"T001019";"GM0168";"2021JJ00";"   22888"
"16882";"T001038";"10000";"T001019";"GM0168";"2022JJ00";"   23084"
"16883";"T001038";"10000";"T001019";"GM0168";"2023JJ00";"   23362"
"16915";"T001038";"10000";"T001019";"GM0810";"2019JJ00";""
"16916";"T001038";"10000";"T001019";"GM0810";"2020JJ00";""
"16917";"T001038";"10000";"T001019";"GM0810";"2021JJ00";""
"16918";"T001038";"10000";"T001019";"GM0810";"2022JJ00";""
"16919";"T001038";"10000";"T001019";"GM0810";"2023JJ00";""
"16951";"T001038";"10000";"T001019";"GM0811";"2019JJ00";""
"16952";"T001038";"10000";"T001019";"GM0811";"2020JJ00";""
"16953";"T001038";"10000";"T001019";"GM0811";"2021JJ00";""
"16954";"T001038";"10000";"T001019";"GM0811";"2022JJ00";""
"16955";"T001038";"10000";"T001019";"GM0811";"2023JJ00";""
"16987";"T001038";"10000";"T001019";"GM0332";"2019JJ00";""
"16988";"T001038";"10000";"T001019";"GM0332";"2020JJ00";""
"16989";"T001038";"10000";"T001019";"GM0332";"2021JJ00";""
"16990";"T001038";"10000";"T001019";"GM0332";"2022JJ00";""
"16991";"T001038";"10000";"T001019";"GM0332";"2023JJ00";""
"17023";"T001038";"10000";"T001019";"GM0333";"2019JJ00";""
"17024";"T001038";"10000";"T001019";"GM0333";"2020JJ00";""
"17025";"T001038";"10000";"T001019";"GM0333";"2021JJ00";""
"17026";"T001038";"10000";"T001019";"GM0333";"2022JJ00";""
"17027";"T001038";"10000";"T001019";"GM0333";"2023JJ00";""
"17059";"T001038";"10000";"T001019";"GM0334";"2019JJ00";""
"17060";"T001038";"10000";"T001019";"GM0334";"2020JJ00";""
"17061";"T001038";"10000";"T001019";"GM0334";"2021JJ00";""
"17062";"T001038";"10000";"T001019";"GM0334";"2022JJ00";""
"17063";"T001038";"10000";"T001019";"GM0334";"2023JJ00";""
"17095";"T001038";"10000";"T001019";"GM0933";"2019JJ00";""
"17096";"T001038";"10000";"T001019";"GM0933";"2020JJ00";""
"17097";"T001038";"10000";"T001019";"GM0933";"2021JJ00";""
"17098";"T001038";"10000";"T001019";"GM0933";"2022JJ00";""
"17099";"T001038";"10000";"T001019";"GM0933";"2023JJ00";""
"17131";"T001038";"10000";"T001019";"GM0934";"2019JJ00";""
"17132";"T001038";"10000";"T001019";"GM0934";"2020JJ00";""
"17133";"T001038";"10000";"T001019";"GM0934";"2021JJ00";""
"17134";"T001038";"10000";"T001019";"GM0934";"2022JJ00";""
"17135";"T001038";"10000";"T001019";"GM0934";"2023JJ00";""
"17167";"T001038";"10000";"T001019";"GM1671";"2019JJ00";""
"17168";"T001038";"10000";"T001019";"GM1671";"2020JJ00";""
"17169";"T001038";"10000";"T001019";"GM1671";"2021JJ00";""
"17170";"T001038";"10000";"T001019";"GM1671";"2022JJ00";""
"17171";"T001038";"10000";"T001019";"GM1671";"2023JJ00";""
"17203";"T001038";"10000";"T001019";"GM0263";"2019JJ00";"   24693"
"17204";"T001038";"10000";"T001019";"GM0263";"2020JJ00";"   25030"
"17205";"T001038";"10000";"T001019";"GM0263";"2021JJ00";"   25452"
"17206";"T001038";"10000";"T001019";"GM0263";"2022JJ00";"   25504"
"17207";"T001038";"10000";"T001019";"GM0263";"2023JJ00";"   26020"
"17239";"T001038";"10000";"T001019";"GM1641";"2019JJ00";"   23716"
"17240";"T001038";"10000";"T001019";"GM1641";"2020JJ00";"   23965"
"17241";"T001038";"10000";"T001019";"GM1641";"2021JJ00";"   23947"
"17242";"T001038";"10000";"T001019";"GM1641";"2022JJ00";"   24028"
"17243";"T001038";"10000";"T001019";"GM1641";"2023JJ00";"   24305"
"17275";"T001038";"10000";"T001019";"GM1991";"2019JJ00";""
"17276";"T001038";"10000";"T001019";"GM1991";"2020JJ00";""
"17277";"T001038";"10000";"T001019";"GM1991";"2021JJ00";""
"17278";"T001038";"10000";"T001019";"GM1991";"2022JJ00";"   58362"
"17279";"T001038";"10000";"T001019";"GM1991";"2023JJ00";"   58934"
"17311";"T001038";"10000";"T001019";"GM0555";"2019JJ00";""
"17312";"T001038";"10000";"T001019";"GM0555";"2020JJ00";""
"17313";"T001038";"10000";"T001019";"GM0555";"2021JJ00";""
"17314";"T001038";"10000";"T001019";"GM0555";"2022JJ00";""
"17315";"T001038";"10000";"T001019";"GM0555";"2023JJ00";""
"17347";"T001038";"10000";"T001019";"GM0556";"2019JJ00";"   32768"
"17348";"T001038";"10000";"T001019";"GM0556";"2020JJ00";"   33213"
"17349";"T001038";"10000";"T001019";"GM0556";"2021JJ00";"   33567"
"17350";"T001038";"10000";"T001019";"GM0556";"2022JJ00";"   34148"
"17351";"T001038";"10000";"T001019";"GM0556";"2023JJ00";"   35303"
"17383";"T001038";"10000";"T001019";"GM0935";"2019JJ00";"  121565"
"17384";"T001038";"10000";"T001019";"GM0935";"2020JJ00";"  121575"
"17385";"T001038";"10000";"T001019";"GM0935";"2021JJ00";"  120227"
"17386";"T001038";"10000";"T001019";"GM0935";"2022JJ00";"  121151"
"17387";"T001038";"10000";"T001019";"GM0935";"2023JJ00";"  122734"
"17419";"T001038";"10000";"T001019";"GM1665";"2019JJ00";""
"17420";"T001038";"10000";"T001019";"GM1665";"2020JJ00";""
"17421";"T001038";"10000";"T001019";"GM1665";"2021JJ00";""
"17422";"T001038";"10000";"T001019";"GM1665";"2022JJ00";""
"17423";"T001038";"10000";"T001019";"GM1665";"2023JJ00";""
"17455";"T001038";"10000";"T001019";"GM0812";"2019JJ00";""
"17456";"T001038";"10000";"T001019";"GM0812";"2020JJ00";""
"17457";"T001038";"10000";"T001019";"GM0812";"2021JJ00";""
"17458";"T001038";"10000";"T001019";"GM0812";"2022JJ00";""
"17459";"T001038";"10000";"T001019";"GM0812";"2023JJ00";""
"17491";"T001038";"10000";"T001019";"GM0936";"2019JJ00";""
"17492";"T001038";"10000";"T001019";"GM0936";"2020JJ00";""
"17493";"T001038";"10000";"T001019";"GM0936";"2021JJ00";""
"17494";"T001038";"10000";"T001019";"GM0936";"2022JJ00";""
"17495";"T001038";"10000";"T001019";"GM0936";"2023JJ00";""
"17527";"T001038";"10000";"T001019";"GM0686";"2019JJ00";""
"17528";"T001038";"10000";"T001019";"GM0686";"2020JJ00";""
"17529";"T001038";"10000";"T001019";"GM0686";"2021JJ00";""
"17530";"T001038";"10000";"T001019";"GM0686";"2022JJ00";""
"17531";"T001038";"10000";"T001019";"GM0686";"2023JJ00";""
"17563";"T001038";"10000";"T001019";"GM0169";"2019JJ00";""
"17564";"T001038";"10000";"T001019";"GM0169";"2020JJ00";""
"17565";"T001038";"10000";"T001019";"GM0169";"2021JJ00";""
"17566";"T001038";"10000";"T001019";"GM0169";"2022JJ00";""
"17567";"T001038";"10000";"T001019";"GM0169";"2023JJ00";""
"17599";"T001038";"10000";"T001019";"GM0419";"2019JJ00";""
"17600";"T001038";"10000";"T001019";"GM0419";"2020JJ00";""
"17601";"T001038";"10000";"T001019";"GM0419";"2021JJ00";""
"17602";"T001038";"10000";"T001019";"GM0419";"2022JJ00";""
"17603";"T001038";"10000";"T001019";"GM0419";"2023JJ00";""
"17635";"T001038";"10000";"T001019";"GM1663";"2019JJ00";""
"17636";"T001038";"10000";"T001019";"GM1663";"2020JJ00";""
"17637";"T001038";"10000";"T001019";"GM1663";"2021JJ00";""
"17638";"T001038";"10000";"T001019";"GM1663";"2022JJ00";""
"17639";"T001038";"10000";"T001019";"GM1663";"2023JJ00";""
"17671";"T001038";"10000";"T001019";"GM0025";"2019JJ00";""
"17672";"T001038";"10000";"T001019";"GM0025";"2020JJ00";""
"17673";"T001038";"10000";"T001019";"GM0025";"2021JJ00";""
"17674";"T001038";"10000";"T001019";"GM0025";"2022JJ00";""
"17675";"T001038";"10000";"T001019";"GM0025";"2023JJ00";""
"17707";"T001038";"10000";"T001019";"GM0264";"2019JJ00";""
"17708";"T001038";"10000";"T001019";"GM0264";"2020JJ00";""
"17709";"T001038";"10000";"T001019";"GM0264";"2021JJ00";""
"17710";"T001038";"10000";"T001019";"GM0264";"2022JJ00";""
"17711";"T001038";"10000";"T001019";"GM0264";"2023JJ00";""
"17743";"T001038";"10000";"T001019";"GM0420";"2019JJ00";"   44809"
"17744";"T001038";"10000";"T001019";"GM0420";"2020JJ00";"   45101"
"17745";"T001038";"10000";"T001019";"GM0420";"2021JJ00";"   45165"
"17746";"T001038";"10000";"T001019";"GM0420";"2022JJ00";"   45464"
"17747";"T001038";"10000";"T001019";"GM0420";"2023JJ00";"   46031"
"17779";"T001038";"10000";"T001019";"GM0026";"2019JJ00";""
"17780";"T001038";"10000";"T001019";"GM0026";"2020JJ00";""
"17781";"T001038";"10000";"T001019";"GM0026";"2021JJ00";""
"17782";"T001038";"10000";"T001019";"GM0026";"2022JJ00";""
"17783";"T001038";"10000";"T001019";"GM0026";"2023JJ00";""
"17815";"T001038";"10000";"T001019";"GM0993";"2019JJ00";""
"17816";"T001038";"10000";"T001019";"GM0993";"2020JJ00";""
"17817";"T001038";"10000";"T001019";"GM0993";"2021JJ00";""
"17818";"T001038";"10000";"T001019";"GM0993";"2022JJ00";""
"17819";"T001038";"10000";"T001019";"GM0993";"2023JJ00";""
"17851";"T001038";"10000";"T001019";"GM0938";"2019JJ00";"   18923"
"17852";"T001038";"10000";"T001019";"GM0938";"2020JJ00";"   18828"
"17853";"T001038";"10000";"T001019";"GM0938";"2021JJ00";"   18661"
"17854";"T001038";"10000";"T001019";"GM0938";"2022JJ00";"   18581"
"17855";"T001038";"10000";"T001019";"GM0938";"2023JJ00";"   18600"
"17887";"T001038";"10000";"T001019";"GM0813";"2019JJ00";""
"17888";"T001038";"10000";"T001019";"GM0813";"2020JJ00";""
"17889";"T001038";"10000";"T001019";"GM0813";"2021JJ00";""
"17890";"T001038";"10000";"T001019";"GM0813";"2022JJ00";""
"17891";"T001038";"10000";"T001019";"GM0813";"2023JJ00";""
"17923";"T001038";"10000";"T001019";"GM1948";"2019JJ00";"   80815"
"17924";"T001038";"10000";"T001019";"GM1948";"2020JJ00";"   81194"
"17925";"T001038";"10000";"T001019";"GM1948";"2021JJ00";"   81647"
"17926";"T001038";"10000";"T001019";"GM1948";"2022JJ00";"   82613"
"17927";"T001038";"10000";"T001019";"GM1948";"2023JJ00";"   83715"
"17959";"T001038";"10000";"T001019";"GM0941";"2019JJ00";""
"17960";"T001038";"10000";"T001019";"GM0941";"2020JJ00";""
"17961";"T001038";"10000";"T001019";"GM0941";"2021JJ00";""
"17962";"T001038";"10000";"T001019";"GM0941";"2022JJ00";""
"17963";"T001038";"10000";"T001019";"GM0941";"2023JJ00";""
"17995";"T001038";"10000";"T001019";"GM0939";"2019JJ00";""
"17996";"T001038";"10000";"T001019";"GM0939";"2020JJ00";""
"17997";"T001038";"10000";"T001019";"GM0939";"2021JJ00";""
"17998";"T001038";"10000";"T001019";"GM0939";"2022JJ00";""
"17999";"T001038";"10000";"T001019";"GM0939";"2023JJ00";""
"18031";"T001038";"10000";"T001019";"GM0083";"2019JJ00";""
"18032";"T001038";"10000";"T001019";"GM0083";"2020JJ00";""
"18033";"T001038";"10000";"T001019";"GM0083";"2021JJ00";""
"18034";"T001038";"10000";"T001019";"GM0083";"2022JJ00";""
"18035";"T001038";"10000";"T001019";"GM0083";"2023JJ00";""
"18067";"T001038";"10000";"T001019";"GM1908";"2019JJ00";""
"18068";"T001038";"10000";"T001019";"GM1908";"2020JJ00";""
"18069";"T001038";"10000";"T001019";"GM1908";"2021JJ00";""
"18070";"T001038";"10000";"T001019";"GM1908";"2022JJ00";""
"18071";"T001038";"10000";"T001019";"GM1908";"2023JJ00";""
"18103";"T001038";"10000";"T001019";"GM1987";"2019JJ00";""
"18104";"T001038";"10000";"T001019";"GM1987";"2020JJ00";""
"18105";"T001038";"10000";"T001019";"GM1987";"2021JJ00";""
"18106";"T001038";"10000";"T001019";"GM1987";"2022JJ00";""
"18107";"T001038";"10000";"T001019";"GM1987";"2023JJ00";""
"18139";"T001038";"10000";"T001019";"GM0119";"2019JJ00";"   33564"
"18140";"T001038";"10000";"T001019";"GM0119";"2020JJ00";"   33920"
"18141";"T001038";"10000";"T001019";"GM0119";"2021JJ00";"   34386"
"18142";"T001038";"10000";"T001019";"GM0119";"2022JJ00";"   34761"
"18143";"T001038";"10000";"T001019";"GM0119";"2023JJ00";"   35464"
"18175";"T001038";"10000";"T001019";"GM0687";"2019JJ00";"   48544"
"18176";"T001038";"10000";"T001019";"GM0687";"2020JJ00";"   48822"
"18177";"T001038";"10000";"T001019";"GM0687";"2021JJ00";"   48964"
"18178";"T001038";"10000";"T001019";"GM0687";"2022JJ00";"   49199"
"18179";"T001038";"10000";"T001019";"GM0687";"2023JJ00";"   49956"
"18211";"T001038";"10000";"T001019";"GM0559";"2019JJ00";""
"18212";"T001038";"10000";"T001019";"GM0559";"2020JJ00";""
"18213";"T001038";"10000";"T001019";"GM0559";"2021JJ00";""
"18214";"T001038";"10000";"T001019";"GM0559";"2022JJ00";""
"18215";"T001038";"10000";"T001019";"GM0559";"2023JJ00";""
"18247";"T001038";"10000";"T001019";"GM0027";"2019JJ00";""
"18248";"T001038";"10000";"T001019";"GM0027";"2020JJ00";""
"18249";"T001038";"10000";"T001019";"GM0027";"2021JJ00";""
"18250";"T001038";"10000";"T001019";"GM0027";"2022JJ00";""
"18251";"T001038";"10000";"T001019";"GM0027";"2023JJ00";""
"18283";"T001038";"10000";"T001019";"GM1842";"2019JJ00";"   19391"
"18284";"T001038";"10000";"T001019";"GM1842";"2020JJ00";"   19341"
"18285";"T001038";"10000";"T001019";"GM1842";"2021JJ00";"   19414"
"18286";"T001038";"10000";"T001019";"GM1842";"2022JJ00";"   19484"
"18287";"T001038";"10000";"T001019";"GM1842";"2023JJ00";"   19472"
"18319";"T001038";"10000";"T001019";"GM1731";"2019JJ00";"   33178"
"18320";"T001038";"10000";"T001019";"GM1731";"2020JJ00";"   33185"
"18321";"T001038";"10000";"T001019";"GM1731";"2021JJ00";"   33381"
"18322";"T001038";"10000";"T001019";"GM1731";"2022JJ00";"   33689"
"18323";"T001038";"10000";"T001019";"GM1731";"2023JJ00";"   33987"
"18355";"T001038";"10000";"T001019";"GM1952";"2019JJ00";"   60899"
"18356";"T001038";"10000";"T001019";"GM1952";"2020JJ00";"   60797"
"18357";"T001038";"10000";"T001019";"GM1952";"2021JJ00";"   60726"
"18358";"T001038";"10000";"T001019";"GM1952";"2022JJ00";"   60898"
"18359";"T001038";"10000";"T001019";"GM1952";"2023JJ00";"   61554"
"18391";"T001038";"10000";"T001019";"GM0688";"2019JJ00";""
"18392";"T001038";"10000";"T001019";"GM0688";"2020JJ00";""
"18393";"T001038";"10000";"T001019";"GM0688";"2021JJ00";""
"18394";"T001038";"10000";"T001019";"GM0688";"2022JJ00";""
"18395";"T001038";"10000";"T001019";"GM0688";"2023JJ00";""
"18427";"T001038";"10000";"T001019";"GM1697";"2019JJ00";""
"18428";"T001038";"10000";"T001019";"GM1697";"2020JJ00";""
"18429";"T001038";"10000";"T001019";"GM1697";"2021JJ00";""
"18430";"T001038";"10000";"T001019";"GM1697";"2022JJ00";""
"18431";"T001038";"10000";"T001019";"GM1697";"2023JJ00";""
"18463";"T001038";"10000";"T001019";"GM0028";"2019JJ00";""
"18464";"T001038";"10000";"T001019";"GM0028";"2020JJ00";""
"18465";"T001038";"10000";"T001019";"GM0028";"2021JJ00";""
"18466";"T001038";"10000";"T001019";"GM0028";"2022JJ00";""
"18467";"T001038";"10000";"T001019";"GM0028";"2023JJ00";""
"18499";"T001038";"10000";"T001019";"GM0814";"2019JJ00";""
"18500";"T001038";"10000";"T001019";"GM0814";"2020JJ00";""
"18501";"T001038";"10000";"T001019";"GM0814";"2021JJ00";""
"18502";"T001038";"10000";"T001019";"GM0814";"2022JJ00";""
"18503";"T001038";"10000";"T001019";"GM0814";"2023JJ00";""
"18535";"T001038";"10000";"T001019";"GM0336";"2019JJ00";""
"18536";"T001038";"10000";"T001019";"GM0336";"2020JJ00";""
"18537";"T001038";"10000";"T001019";"GM0336";"2021JJ00";""
"18538";"T001038";"10000";"T001019";"GM0336";"2022JJ00";""
"18539";"T001038";"10000";"T001019";"GM0336";"2023JJ00";""
"18571";"T001038";"10000";"T001019";"GM0815";"2019JJ00";"   10891"
"18572";"T001038";"10000";"T001019";"GM0815";"2020JJ00";"   10939"
"18573";"T001038";"10000";"T001019";"GM0815";"2021JJ00";"   11004"
"18574";"T001038";"10000";"T001019";"GM0815";"2022JJ00";""
"18575";"T001038";"10000";"T001019";"GM0815";"2023JJ00";""
"18607";"T001038";"10000";"T001019";"GM0265";"2019JJ00";""
"18608";"T001038";"10000";"T001019";"GM0265";"2020JJ00";""
"18609";"T001038";"10000";"T001019";"GM0265";"2021JJ00";""
"18610";"T001038";"10000";"T001019";"GM0265";"2022JJ00";""
"18611";"T001038";"10000";"T001019";"GM0265";"2023JJ00";""
"18643";"T001038";"10000";"T001019";"GM1709";"2019JJ00";"   36961"
"18644";"T001038";"10000";"T001019";"GM1709";"2020JJ00";"   37129"
"18645";"T001038";"10000";"T001019";"GM1709";"2021JJ00";"   37185"
"18646";"T001038";"10000";"T001019";"GM1709";"2022JJ00";"   37313"
"18647";"T001038";"10000";"T001019";"GM1709";"2023JJ00";"   37711"
"18679";"T001038";"10000";"T001019";"GM0816";"2019JJ00";""
"18680";"T001038";"10000";"T001019";"GM0816";"2020JJ00";""
"18681";"T001038";"10000";"T001019";"GM0816";"2021JJ00";""
"18682";"T001038";"10000";"T001019";"GM0816";"2022JJ00";""
"18683";"T001038";"10000";"T001019";"GM0816";"2023JJ00";""
"18715";"T001038";"10000";"T001019";"GM0647";"2019JJ00";""
"18716";"T001038";"10000";"T001019";"GM0647";"2020JJ00";""
"18717";"T001038";"10000";"T001019";"GM0647";"2021JJ00";""
"18718";"T001038";"10000";"T001019";"GM0647";"2022JJ00";""
"18719";"T001038";"10000";"T001019";"GM0647";"2023JJ00";""
"18751";"T001038";"10000";"T001019";"GM0560";"2019JJ00";""
"18752";"T001038";"10000";"T001019";"GM0560";"2020JJ00";""
"18753";"T001038";"10000";"T001019";"GM0560";"2021JJ00";""
"18754";"T001038";"10000";"T001019";"GM0560";"2022JJ00";""
"18755";"T001038";"10000";"T001019";"GM0560";"2023JJ00";""
"18787";"T001038";"10000";"T001019";"GM1978";"2019JJ00";"   43858"
"18788";"T001038";"10000";"T001019";"GM1978";"2020JJ00";"   43909"
"18789";"T001038";"10000";"T001019";"GM1978";"2021JJ00";"   44130"
"18790";"T001038";"10000";"T001019";"GM1978";"2022JJ00";"   44644"
"18791";"T001038";"10000";"T001019";"GM1978";"2023JJ00";"   45158"
"18823";"T001038";"10000";"T001019";"GM1927";"2019JJ00";""
"18824";"T001038";"10000";"T001019";"GM1927";"2020JJ00";""
"18825";"T001038";"10000";"T001019";"GM1927";"2021JJ00";""
"18826";"T001038";"10000";"T001019";"GM1927";"2022JJ00";""
"18827";"T001038";"10000";"T001019";"GM1927";"2023JJ00";""
"18859";"T001038";"10000";"T001019";"GM0423";"2019JJ00";""
"18860";"T001038";"10000";"T001019";"GM0423";"2020JJ00";""
"18861";"T001038";"10000";"T001019";"GM0423";"2021JJ00";""
"18862";"T001038";"10000";"T001019";"GM0423";"2022JJ00";""
"18863";"T001038";"10000";"T001019";"GM0423";"2023JJ00";""
"18895";"T001038";"10000";"T001019";"GM0562";"2019JJ00";""
"18896";"T001038";"10000";"T001019";"GM0562";"2020JJ00";""
"18897";"T001038";"10000";"T001019";"GM0562";"2021JJ00";""
"18898";"T001038";"10000";"T001019";"GM0562";"2022JJ00";""
"18899";"T001038";"10000";"T001019";"GM0562";"2023JJ00";""
"18931";"T001038";"10000";"T001019";"GM1955";"2019JJ00";"   36026"
"18932";"T001038";"10000";"T001019";"GM1955";"2020JJ00";"   36011"
"18933";"T001038";"10000";"T001019";"GM1955";"2021JJ00";"   36031"
"18934";"T001038";"10000";"T001019";"GM1955";"2022JJ00";"   36359"
"18935";"T001038";"10000";"T001019";"GM1955";"2023JJ00";"   36882"
"18967";"T001038";"10000";"T001019";"GM0335";"2019JJ00";"   13996"
"18968";"T001038";"10000";"T001019";"GM0335";"2020JJ00";"   13917"
"18969";"T001038";"10000";"T001019";"GM0335";"2021JJ00";"   13896"
"18970";"T001038";"10000";"T001019";"GM0335";"2022JJ00";"   13818"
"18971";"T001038";"10000";"T001019";"GM0335";"2023JJ00";"   13929"
"19003";"T001038";"10000";"T001019";"GM0943";"2019JJ00";""
"19004";"T001038";"10000";"T001019";"GM0943";"2020JJ00";""
"19005";"T001038";"10000";"T001019";"GM0943";"2021JJ00";""
"19006";"T001038";"10000";"T001019";"GM0943";"2022JJ00";""
"19007";"T001038";"10000";"T001019";"GM0943";"2023JJ00";""
"19039";"T001038";"10000";"T001019";"GM0944";"2019JJ00";"    7806"
"19040";"T001038";"10000";"T001019";"GM0944";"2020JJ00";"    7847"
"19041";"T001038";"10000";"T001019";"GM0944";"2021JJ00";"    7909"
"19042";"T001038";"10000";"T001019";"GM0944";"2022JJ00";"    7989"
"19043";"T001038";"10000";"T001019";"GM0944";"2023JJ00";"    8043"
"19075";"T001038";"10000";"T001019";"GM0563";"2019JJ00";""
"19076";"T001038";"10000";"T001019";"GM0563";"2020JJ00";""
"19077";"T001038";"10000";"T001019";"GM0563";"2021JJ00";""
"19078";"T001038";"10000";"T001019";"GM0563";"2022JJ00";""
"19079";"T001038";"10000";"T001019";"GM0563";"2023JJ00";""
"19111";"T001038";"10000";"T001019";"GM0424";"2019JJ00";""
"19112";"T001038";"10000";"T001019";"GM0424";"2020JJ00";""
"19113";"T001038";"10000";"T001019";"GM0424";"2021JJ00";""
"19114";"T001038";"10000";"T001019";"GM0424";"2022JJ00";""
"19115";"T001038";"10000";"T001019";"GM0424";"2023JJ00";""
"19147";"T001038";"10000";"T001019";"GM0029";"2019JJ00";""
"19148";"T001038";"10000";"T001019";"GM0029";"2020JJ00";""
"19149";"T001038";"10000";"T001019";"GM0029";"2021JJ00";""
"19150";"T001038";"10000";"T001019";"GM0029";"2022JJ00";""
"19151";"T001038";"10000";"T001019";"GM0029";"2023JJ00";""
"19183";"T001038";"10000";"T001019";"GM0565";"2019JJ00";""
"19184";"T001038";"10000";"T001019";"GM0565";"2020JJ00";""
"19185";"T001038";"10000";"T001019";"GM0565";"2021JJ00";""
"19186";"T001038";"10000";"T001019";"GM0565";"2022JJ00";""
"19187";"T001038";"10000";"T001019";"GM0565";"2023JJ00";""
"19219";"T001038";"10000";"T001019";"GM0425";"2019JJ00";""
"19220";"T001038";"10000";"T001019";"GM0425";"2020JJ00";""
"19221";"T001038";"10000";"T001019";"GM0425";"2021JJ00";""
"19222";"T001038";"10000";"T001019";"GM0425";"2022JJ00";""
"19223";"T001038";"10000";"T001019";"GM0425";"2023JJ00";""
"19255";"T001038";"10000";"T001019";"GM1740";"2019JJ00";"   24034"
"19256";"T001038";"10000";"T001019";"GM1740";"2020JJ00";"   24339"
"19257";"T001038";"10000";"T001019";"GM1740";"2021JJ00";"   24648"
"19258";"T001038";"10000";"T001019";"GM1740";"2022JJ00";"   25032"
"19259";"T001038";"10000";"T001019";"GM1740";"2023JJ00";"   25448"
"19291";"T001038";"10000";"T001019";"GM0426";"2019JJ00";""
"19292";"T001038";"10000";"T001019";"GM0426";"2020JJ00";""
"19293";"T001038";"10000";"T001019";"GM0426";"2021JJ00";""
"19294";"T001038";"10000";"T001019";"GM0426";"2022JJ00";""
"19295";"T001038";"10000";"T001019";"GM0426";"2023JJ00";""
"19327";"T001038";"10000";"T001019";"GM0643";"2019JJ00";""
"19328";"T001038";"10000";"T001019";"GM0643";"2020JJ00";""
"19329";"T001038";"10000";"T001019";"GM0643";"2021JJ00";""
"19330";"T001038";"10000";"T001019";"GM0643";"2022JJ00";""
"19331";"T001038";"10000";"T001019";"GM0643";"2023JJ00";""
"19363";"T001038";"10000";"T001019";"GM0946";"2019JJ00";"   17001"
"19364";"T001038";"10000";"T001019";"GM0946";"2020JJ00";"   17019"
"19365";"T001038";"10000";"T001019";"GM0946";"2021JJ00";"   17171"
"19366";"T001038";"10000";"T001019";"GM0946";"2022JJ00";"   17323"
"19367";"T001038";"10000";"T001019";"GM0946";"2023JJ00";"   17499"
"19399";"T001038";"10000";"T001019";"GM0266";"2019JJ00";""
"19400";"T001038";"10000";"T001019";"GM0266";"2020JJ00";""
"19401";"T001038";"10000";"T001019";"GM0266";"2021JJ00";""
"19402";"T001038";"10000";"T001019";"GM0266";"2022JJ00";""
"19403";"T001038";"10000";"T001019";"GM0266";"2023JJ00";""
"19435";"T001038";"10000";"T001019";"GM0947";"2019JJ00";""
"19436";"T001038";"10000";"T001019";"GM0947";"2020JJ00";""
"19437";"T001038";"10000";"T001019";"GM0947";"2021JJ00";""
"19438";"T001038";"10000";"T001019";"GM0947";"2022JJ00";""
"19439";"T001038";"10000";"T001019";"GM0947";"2023JJ00";""
"19471";"T001038";"10000";"T001019";"GM0304";"2019JJ00";""
"19472";"T001038";"10000";"T001019";"GM0304";"2020JJ00";""
"19473";"T001038";"10000";"T001019";"GM0304";"2021JJ00";""
"19474";"T001038";"10000";"T001019";"GM0304";"2022JJ00";""
"19475";"T001038";"10000";"T001019";"GM0304";"2023JJ00";""
"19507";"T001038";"10000";"T001019";"GM0412";"2019JJ00";""
"19508";"T001038";"10000";"T001019";"GM0412";"2020JJ00";""
"19509";"T001038";"10000";"T001019";"GM0412";"2021JJ00";""
"19510";"T001038";"10000";"T001019";"GM0412";"2022JJ00";""
"19511";"T001038";"10000";"T001019";"GM0412";"2023JJ00";""
"19543";"T001038";"10000";"T001019";"GM0030";"2019JJ00";""
"19544";"T001038";"10000";"T001019";"GM0030";"2020JJ00";""
"19545";"T001038";"10000";"T001019";"GM0030";"2021JJ00";""
"19546";"T001038";"10000";"T001019";"GM0030";"2022JJ00";""
"19547";"T001038";"10000";"T001019";"GM0030";"2023JJ00";""
"19579";"T001038";"10000";"T001019";"GM0356";"2019JJ00";"   63036"
"19580";"T001038";"10000";"T001019";"GM0356";"2020JJ00";"   63462"
"19581";"T001038";"10000";"T001019";"GM0356";"2021JJ00";"   63866"
"19582";"T001038";"10000";"T001019";"GM0356";"2022JJ00";"   64554"
"19583";"T001038";"10000";"T001019";"GM0356";"2023JJ00";"   65426"
