"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"7882";"T001038";"10000";"T001019";"GM0222";"2022JJ00";"   58546"
"7883";"T001038";"10000";"T001019";"GM0222";"2023JJ00";"   59195"
"7915";"T001038";"10000";"T001019";"GM0660";"2019JJ00";""
"7916";"T001038";"10000";"T001019";"GM0660";"2020JJ00";""
"7917";"T001038";"10000";"T001019";"GM0660";"2021JJ00";""
"7918";"T001038";"10000";"T001019";"GM0660";"2022JJ00";""
"7919";"T001038";"10000";"T001019";"GM0660";"2023JJ00";""
"7951";"T001038";"10000";"T001019";"GM0766";"2019JJ00";"   26051"
"7952";"T001038";"10000";"T001019";"GM0766";"2020JJ00";"   26222"
"7953";"T001038";"10000";"T001019";"GM0766";"2021JJ00";"   26368"
"7954";"T001038";"10000";"T001019";"GM0766";"2022JJ00";"   26483"
"7955";"T001038";"10000";"T001019";"GM0766";"2023JJ00";"   27200"
"7987";"T001038";"10000";"T001019";"GM0058";"2019JJ00";""
"7988";"T001038";"10000";"T001019";"GM0058";"2020JJ00";""
"7989";"T001038";"10000";"T001019";"GM0058";"2021JJ00";""
"7990";"T001038";"10000";"T001019";"GM0058";"2022JJ00";""
"7991";"T001038";"10000";"T001019";"GM0058";"2023JJ00";""
"8023";"T001038";"10000";"T001019";"GM0315";"2019JJ00";""
"8024";"T001038";"10000";"T001019";"GM0315";"2020JJ00";""
"8025";"T001038";"10000";"T001019";"GM0315";"2021JJ00";""
"8026";"T001038";"10000";"T001019";"GM0315";"2022JJ00";""
"8027";"T001038";"10000";"T001019";"GM0315";"2023JJ00";""
"8059";"T001038";"10000";"T001019";"GM0505";"2019JJ00";"  118654"
"8060";"T001038";"10000";"T001019";"GM0505";"2020JJ00";"  119284"
"8061";"T001038";"10000";"T001019";"GM0505";"2021JJ00";"  119115"
"8062";"T001038";"10000";"T001019";"GM0505";"2022JJ00";"  119537"
"8063";"T001038";"10000";"T001019";"GM0505";"2023JJ00";"  121434"
"8095";"T001038";"10000";"T001019";"GM0498";"2019JJ00";"   19597"
"8096";"T001038";"10000";"T001019";"GM0498";"2020JJ00";"   19719"
"8097";"T001038";"10000";"T001019";"GM0498";"2021JJ00";"   19838"
"8098";"T001038";"10000";"T001019";"GM0498";"2022JJ00";"   19983"
"8099";"T001038";"10000";"T001019";"GM0498";"2023JJ00";"   20385"
"8131";"T001038";"10000";"T001019";"GM0316";"2019JJ00";""
"8132";"T001038";"10000";"T001019";"GM0316";"2020JJ00";""
"8133";"T001038";"10000";"T001019";"GM0316";"2021JJ00";""
"8134";"T001038";"10000";"T001019";"GM0316";"2022JJ00";""
"8135";"T001038";"10000";"T001019";"GM0316";"2023JJ00";""
"8167";"T001038";"10000";"T001019";"GM0506";"2019JJ00";""
"8168";"T001038";"10000";"T001019";"GM0506";"2020JJ00";""
"8169";"T001038";"10000";"T001019";"GM0506";"2021JJ00";""
"8170";"T001038";"10000";"T001019";"GM0506";"2022JJ00";""
"8171";"T001038";"10000";"T001019";"GM0506";"2023JJ00";""
"8203";"T001038";"10000";"T001019";"GM1719";"2019JJ00";"   27150"
"8204";"T001038";"10000";"T001019";"GM1719";"2020JJ00";"   27272"
"8205";"T001038";"10000";"T001019";"GM1719";"2021JJ00";"   27325"
"8206";"T001038";"10000";"T001019";"GM1719";"2022JJ00";"   27476"
"8207";"T001038";"10000";"T001019";"GM1719";"2023JJ00";"   27994"
"8239";"T001038";"10000";"T001019";"GM0303";"2019JJ00";"   40815"
"8240";"T001038";"10000";"T001019";"GM0303";"2020JJ00";"   41555"
"8241";"T001038";"10000";"T001019";"GM0303";"2021JJ00";"   42011"
"8242";"T001038";"10000";"T001019";"GM0303";"2022JJ00";"   42865"
"8243";"T001038";"10000";"T001019";"GM0303";"2023JJ00";"   43593"
"8275";"T001038";"10000";"T001019";"GM0767";"2019JJ00";""
"8276";"T001038";"10000";"T001019";"GM0767";"2020JJ00";""
"8277";"T001038";"10000";"T001019";"GM0767";"2021JJ00";""
"8278";"T001038";"10000";"T001019";"GM0767";"2022JJ00";""
"8279";"T001038";"10000";"T001019";"GM0767";"2023JJ00";""
"8311";"T001038";"10000";"T001019";"GM0225";"2019JJ00";"   18797"
"8312";"T001038";"10000";"T001019";"GM0225";"2020JJ00";"   18926"
"8313";"T001038";"10000";"T001019";"GM0225";"2021JJ00";"   18991"
"8314";"T001038";"10000";"T001019";"GM0225";"2022JJ00";"   19178"
"8315";"T001038";"10000";"T001019";"GM0225";"2023JJ00";"   19505"
"8347";"T001038";"10000";"T001019";"GM0662";"2019JJ00";""
"8348";"T001038";"10000";"T001019";"GM0662";"2020JJ00";""
"8349";"T001038";"10000";"T001019";"GM0662";"2021JJ00";""
"8350";"T001038";"10000";"T001019";"GM0662";"2022JJ00";""
"8351";"T001038";"10000";"T001019";"GM0662";"2023JJ00";""
"8383";"T001038";"10000";"T001019";"GM0226";"2019JJ00";"   25332"
"8384";"T001038";"10000";"T001019";"GM0226";"2020JJ00";"   25126"
"8385";"T001038";"10000";"T001019";"GM0226";"2021JJ00";"   25066"
"8386";"T001038";"10000";"T001019";"GM0226";"2022JJ00";"   24946"
"8387";"T001038";"10000";"T001019";"GM0226";"2023JJ00";"   24937"
"8419";"T001038";"10000";"T001019";"GM0768";"2019JJ00";""
"8420";"T001038";"10000";"T001019";"GM0768";"2020JJ00";""
"8421";"T001038";"10000";"T001019";"GM0768";"2021JJ00";""
"8422";"T001038";"10000";"T001019";"GM0768";"2022JJ00";""
"8423";"T001038";"10000";"T001019";"GM0768";"2023JJ00";""
"8455";"T001038";"10000";"T001019";"GM0769";"2019JJ00";""
"8456";"T001038";"10000";"T001019";"GM0769";"2020JJ00";""
"8457";"T001038";"10000";"T001019";"GM0769";"2021JJ00";""
"8458";"T001038";"10000";"T001019";"GM0769";"2022JJ00";""
"8459";"T001038";"10000";"T001019";"GM0769";"2023JJ00";""
"8491";"T001038";"10000";"T001019";"GM0112";"2019JJ00";""
"8492";"T001038";"10000";"T001019";"GM0112";"2020JJ00";""
"8493";"T001038";"10000";"T001019";"GM0112";"2021JJ00";""
"8494";"T001038";"10000";"T001019";"GM0112";"2022JJ00";""
"8495";"T001038";"10000";"T001019";"GM0112";"2023JJ00";""
"8527";"T001038";"10000";"T001019";"GM0902";"2019JJ00";""
"8528";"T001038";"10000";"T001019";"GM0902";"2020JJ00";""
"8529";"T001038";"10000";"T001019";"GM0902";"2021JJ00";""
"8530";"T001038";"10000";"T001019";"GM0902";"2022JJ00";""
"8531";"T001038";"10000";"T001019";"GM0902";"2023JJ00";""
"8563";"T001038";"10000";"T001019";"GM0227";"2019JJ00";""
"8564";"T001038";"10000";"T001019";"GM0227";"2020JJ00";""
"8565";"T001038";"10000";"T001019";"GM0227";"2021JJ00";""
"8566";"T001038";"10000";"T001019";"GM0227";"2022JJ00";""
"8567";"T001038";"10000";"T001019";"GM0227";"2023JJ00";""
"8599";"T001038";"10000";"T001019";"GM1711";"2019JJ00";"   31638"
"8600";"T001038";"10000";"T001019";"GM1711";"2020JJ00";"   31610"
"8601";"T001038";"10000";"T001019";"GM1711";"2021JJ00";"   31751"
"8602";"T001038";"10000";"T001019";"GM1711";"2022JJ00";"   31731"
"8603";"T001038";"10000";"T001019";"GM1711";"2023JJ00";"   31967"
"8635";"T001038";"10000";"T001019";"GM0385";"2019JJ00";"   36099"
"8636";"T001038";"10000";"T001019";"GM0385";"2020JJ00";"   36197"
"8637";"T001038";"10000";"T001019";"GM0385";"2021JJ00";"   36268"
"8638";"T001038";"10000";"T001019";"GM0385";"2022JJ00";"   36471"
"8639";"T001038";"10000";"T001019";"GM0385";"2023JJ00";"   36760"
"8671";"T001038";"10000";"T001019";"GM0228";"2019JJ00";"  115710"
"8672";"T001038";"10000";"T001019";"GM0228";"2020JJ00";"  117165"
"8673";"T001038";"10000";"T001019";"GM0228";"2021JJ00";"  118530"
"8674";"T001038";"10000";"T001019";"GM0228";"2022JJ00";"  119986"
"8675";"T001038";"10000";"T001019";"GM0228";"2023JJ00";"  122012"
"8707";"T001038";"10000";"T001019";"GM0113";"2019JJ00";""
"8708";"T001038";"10000";"T001019";"GM0113";"2020JJ00";""
"8709";"T001038";"10000";"T001019";"GM0113";"2021JJ00";""
"8710";"T001038";"10000";"T001019";"GM0113";"2022JJ00";""
"8711";"T001038";"10000";"T001019";"GM0113";"2023JJ00";""
"8743";"T001038";"10000";"T001019";"GM0317";"2019JJ00";"    9113"
"8744";"T001038";"10000";"T001019";"GM0317";"2020JJ00";"    9247"
"8745";"T001038";"10000";"T001019";"GM0317";"2021JJ00";"    9362"
"8746";"T001038";"10000";"T001019";"GM0317";"2022JJ00";"    9450"
"8747";"T001038";"10000";"T001019";"GM0317";"2023JJ00";"    9598"
"8779";"T001038";"10000";"T001019";"GM1979";"2019JJ00";""
"8780";"T001038";"10000";"T001019";"GM1979";"2020JJ00";""
"8781";"T001038";"10000";"T001019";"GM1979";"2021JJ00";"   45587"
"8782";"T001038";"10000";"T001019";"GM1979";"2022JJ00";"   45389"
"8783";"T001038";"10000";"T001019";"GM1979";"2023JJ00";"   45394"
"8815";"T001038";"10000";"T001019";"GM1651";"2019JJ00";""
"8816";"T001038";"10000";"T001019";"GM1651";"2020JJ00";""
"8817";"T001038";"10000";"T001019";"GM1651";"2021JJ00";""
"8818";"T001038";"10000";"T001019";"GM1651";"2022JJ00";""
"8819";"T001038";"10000";"T001019";"GM1651";"2023JJ00";""
"8851";"T001038";"10000";"T001019";"GM0011";"2019JJ00";""
"8852";"T001038";"10000";"T001019";"GM0011";"2020JJ00";""
"8853";"T001038";"10000";"T001019";"GM0011";"2021JJ00";""
"8854";"T001038";"10000";"T001019";"GM0011";"2022JJ00";""
"8855";"T001038";"10000";"T001019";"GM0011";"2023JJ00";""
"8887";"T001038";"10000";"T001019";"GM0770";"2019JJ00";"   19110"
"8888";"T001038";"10000";"T001019";"GM0770";"2020JJ00";"   19313"
"8889";"T001038";"10000";"T001019";"GM0770";"2021JJ00";"   19528"
"8890";"T001038";"10000";"T001019";"GM0770";"2022JJ00";"   19823"
"8891";"T001038";"10000";"T001019";"GM0770";"2023JJ00";"   20004"
"8923";"T001038";"10000";"T001019";"GM0357";"2019JJ00";""
"8924";"T001038";"10000";"T001019";"GM0357";"2020JJ00";""
"8925";"T001038";"10000";"T001019";"GM0357";"2021JJ00";""
"8926";"T001038";"10000";"T001019";"GM0357";"2022JJ00";""
"8927";"T001038";"10000";"T001019";"GM0357";"2023JJ00";""
"8959";"T001038";"10000";"T001019";"GM0229";"2019JJ00";""
"8960";"T001038";"10000";"T001019";"GM0229";"2020JJ00";""
"8961";"T001038";"10000";"T001019";"GM0229";"2021JJ00";""
"8962";"T001038";"10000";"T001019";"GM0229";"2022JJ00";""
"8963";"T001038";"10000";"T001019";"GM0229";"2023JJ00";""
"8995";"T001038";"10000";"T001019";"GM0905";"2019JJ00";""
"8996";"T001038";"10000";"T001019";"GM0905";"2020JJ00";""
"8997";"T001038";"10000";"T001019";"GM0905";"2021JJ00";""
"8998";"T001038";"10000";"T001019";"GM0905";"2022JJ00";""
"8999";"T001038";"10000";"T001019";"GM0905";"2023JJ00";""
"9031";"T001038";"10000";"T001019";"GM1903";"2019JJ00";"   25658"
"9032";"T001038";"10000";"T001019";"GM1903";"2020JJ00";"   25768"
"9033";"T001038";"10000";"T001019";"GM1903";"2021JJ00";"   25900"
"9034";"T001038";"10000";"T001019";"GM1903";"2022JJ00";"   25857"
"9035";"T001038";"10000";"T001019";"GM1903";"2023JJ00";"   25991"
"9067";"T001038";"10000";"T001019";"GM0772";"2019JJ00";"  231642"
"9068";"T001038";"10000";"T001019";"GM0772";"2020JJ00";"  234394"
"9069";"T001038";"10000";"T001019";"GM0772";"2021JJ00";"  235691"
"9070";"T001038";"10000";"T001019";"GM0772";"2022JJ00";"  238326"
"9071";"T001038";"10000";"T001019";"GM0772";"2023JJ00";"  243730"
"9103";"T001038";"10000";"T001019";"GM0230";"2019JJ00";"   23086"
"9104";"T001038";"10000";"T001019";"GM0230";"2020JJ00";"   23161"
"9105";"T001038";"10000";"T001019";"GM0230";"2021JJ00";"   23429"
"9106";"T001038";"10000";"T001019";"GM0230";"2022JJ00";"   23740"
"9107";"T001038";"10000";"T001019";"GM0230";"2023JJ00";"   24037"
"9139";"T001038";"10000";"T001019";"GM0231";"2019JJ00";""
"9140";"T001038";"10000";"T001019";"GM0231";"2020JJ00";""
"9141";"T001038";"10000";"T001019";"GM0231";"2021JJ00";""
"9142";"T001038";"10000";"T001019";"GM0231";"2022JJ00";""
"9143";"T001038";"10000";"T001019";"GM0231";"2023JJ00";""
"9175";"T001038";"10000";"T001019";"GM0114";"2019JJ00";"  107113"
"9176";"T001038";"10000";"T001019";"GM0114";"2020JJ00";"  107048"
"9177";"T001038";"10000";"T001019";"GM0114";"2021JJ00";"  107024"
"9178";"T001038";"10000";"T001019";"GM0114";"2022JJ00";"  107856"
"9179";"T001038";"10000";"T001019";"GM0114";"2023JJ00";"  108765"
"9211";"T001038";"10000";"T001019";"GM0388";"2019JJ00";"   18507"
"9212";"T001038";"10000";"T001019";"GM0388";"2020JJ00";"   18591"
"9213";"T001038";"10000";"T001019";"GM0388";"2021JJ00";"   18637"
"9214";"T001038";"10000";"T001019";"GM0388";"2022JJ00";"   18620"
"9215";"T001038";"10000";"T001019";"GM0388";"2023JJ00";"   18885"
"9247";"T001038";"10000";"T001019";"GM0153";"2019JJ00";"  158986"
"9248";"T001038";"10000";"T001019";"GM0153";"2020JJ00";"  159640"
"9249";"T001038";"10000";"T001019";"GM0153";"2021JJ00";"  159732"
"9250";"T001038";"10000";"T001019";"GM0153";"2022JJ00";"  160640"
"9251";"T001038";"10000";"T001019";"GM0153";"2023JJ00";"  161235"
"9283";"T001038";"10000";"T001019";"GM0232";"2019JJ00";"   33145"
"9284";"T001038";"10000";"T001019";"GM0232";"2020JJ00";"   33178"
"9285";"T001038";"10000";"T001019";"GM0232";"2021JJ00";"   33198"
"9286";"T001038";"10000";"T001019";"GM0232";"2022JJ00";"   33257"
"9287";"T001038";"10000";"T001019";"GM0232";"2023JJ00";"   33283"
"9319";"T001038";"10000";"T001019";"GM0233";"2019JJ00";"   26858"
"9320";"T001038";"10000";"T001019";"GM0233";"2020JJ00";"   27008"
"9321";"T001038";"10000";"T001019";"GM0233";"2021JJ00";"   27016"
"9322";"T001038";"10000";"T001019";"GM0233";"2022JJ00";"   27258"
"9323";"T001038";"10000";"T001019";"GM0233";"2023JJ00";"   27496"
"9355";"T001038";"10000";"T001019";"GM0775";"2019JJ00";""
"9356";"T001038";"10000";"T001019";"GM0775";"2020JJ00";""
"9357";"T001038";"10000";"T001019";"GM0775";"2021JJ00";""
"9358";"T001038";"10000";"T001019";"GM0775";"2022JJ00";""
"9359";"T001038";"10000";"T001019";"GM0775";"2023JJ00";""
"9391";"T001038";"10000";"T001019";"GM0776";"2019JJ00";""
"9392";"T001038";"10000";"T001019";"GM0776";"2020JJ00";""
"9393";"T001038";"10000";"T001019";"GM0776";"2021JJ00";""
"9394";"T001038";"10000";"T001019";"GM0776";"2022JJ00";""
"9395";"T001038";"10000";"T001019";"GM0776";"2023JJ00";""
"9427";"T001038";"10000";"T001019";"GM0777";"2019JJ00";"   43774"
"9428";"T001038";"10000";"T001019";"GM0777";"2020JJ00";"   43878"
"9429";"T001038";"10000";"T001019";"GM0777";"2021JJ00";"   43869"
"9430";"T001038";"10000";"T001019";"GM0777";"2022JJ00";"   44152"
"9431";"T001038";"10000";"T001019";"GM0777";"2023JJ00";"   44578"
"9463";"T001038";"10000";"T001019";"GM0012";"2019JJ00";""
"9464";"T001038";"10000";"T001019";"GM0012";"2020JJ00";""
"9465";"T001038";"10000";"T001019";"GM0012";"2021JJ00";""
"9466";"T001038";"10000";"T001019";"GM0012";"2022JJ00";""
"9467";"T001038";"10000";"T001019";"GM0012";"2023JJ00";""
"9499";"T001038";"10000";"T001019";"GM0068";"2019JJ00";""
"9500";"T001038";"10000";"T001019";"GM0068";"2020JJ00";""
"9501";"T001038";"10000";"T001019";"GM0068";"2021JJ00";""
"9502";"T001038";"10000";"T001019";"GM0068";"2022JJ00";""
"9503";"T001038";"10000";"T001019";"GM0068";"2023JJ00";""
"9535";"T001038";"10000";"T001019";"GM1722";"2019JJ00";""
"9536";"T001038";"10000";"T001019";"GM1722";"2020JJ00";""
"9537";"T001038";"10000";"T001019";"GM1722";"2021JJ00";""
"9538";"T001038";"10000";"T001019";"GM1722";"2022JJ00";""
"9539";"T001038";"10000";"T001019";"GM1722";"2023JJ00";""
"9571";"T001038";"10000";"T001019";"GM0778";"2019JJ00";""
"9572";"T001038";"10000";"T001019";"GM0778";"2020JJ00";""
"9573";"T001038";"10000";"T001019";"GM0778";"2021JJ00";""
"9574";"T001038";"10000";"T001019";"GM0778";"2022JJ00";""
"9575";"T001038";"10000";"T001019";"GM0778";"2023JJ00";""
"9607";"T001038";"10000";"T001019";"GM0013";"2019JJ00";""
"9608";"T001038";"10000";"T001019";"GM0013";"2020JJ00";""
"9609";"T001038";"10000";"T001019";"GM0013";"2021JJ00";""
"9610";"T001038";"10000";"T001019";"GM0013";"2022JJ00";""
"9611";"T001038";"10000";"T001019";"GM0013";"2023JJ00";""
"9643";"T001038";"10000";"T001019";"GM0070";"2019JJ00";""
"9644";"T001038";"10000";"T001019";"GM0070";"2020JJ00";""
"9645";"T001038";"10000";"T001019";"GM0070";"2021JJ00";""
"9646";"T001038";"10000";"T001019";"GM0070";"2022JJ00";""
"9647";"T001038";"10000";"T001019";"GM0070";"2023JJ00";""
"9679";"T001038";"10000";"T001019";"GM1921";"2019JJ00";""
"9680";"T001038";"10000";"T001019";"GM1921";"2020JJ00";""
"9681";"T001038";"10000";"T001019";"GM1921";"2021JJ00";""
"9682";"T001038";"10000";"T001019";"GM1921";"2022JJ00";""
"9683";"T001038";"10000";"T001019";"GM1921";"2023JJ00";""
"9715";"T001038";"10000";"T001019";"GM1940";"2019JJ00";"   51430"
"9716";"T001038";"10000";"T001019";"GM1940";"2020JJ00";"   51564"
"9717";"T001038";"10000";"T001019";"GM1940";"2021JJ00";"   51778"
"9718";"T001038";"10000";"T001019";"GM1940";"2022JJ00";"   51597"
"9719";"T001038";"10000";"T001019";"GM1940";"2023JJ00";"   51992"
"9751";"T001038";"10000";"T001019";"GM0653";"2019JJ00";""
"9752";"T001038";"10000";"T001019";"GM0653";"2020JJ00";""
"9753";"T001038";"10000";"T001019";"GM0653";"2021JJ00";""
"9754";"T001038";"10000";"T001019";"GM0653";"2022JJ00";""
"9755";"T001038";"10000";"T001019";"GM0653";"2023JJ00";""
"9787";"T001038";"10000";"T001019";"GM0115";"2019JJ00";""
"9788";"T001038";"10000";"T001019";"GM0115";"2020JJ00";""
"9789";"T001038";"10000";"T001019";"GM0115";"2021JJ00";""
"9790";"T001038";"10000";"T001019";"GM0115";"2022JJ00";""
"9791";"T001038";"10000";"T001019";"GM0115";"2023JJ00";""
"9823";"T001038";"10000";"T001019";"GM0779";"2019JJ00";"   21515"
"9824";"T001038";"10000";"T001019";"GM0779";"2020JJ00";"   21544"
"9825";"T001038";"10000";"T001019";"GM0779";"2021JJ00";"   21770"
"9826";"T001038";"10000";"T001019";"GM0779";"2022JJ00";"   21944"
"9827";"T001038";"10000";"T001019";"GM0779";"2023JJ00";"   22099"
"9859";"T001038";"10000";"T001019";"GM0780";"2019JJ00";""
"9860";"T001038";"10000";"T001019";"GM0780";"2020JJ00";""
"9861";"T001038";"10000";"T001019";"GM0780";"2021JJ00";""
"9862";"T001038";"10000";"T001019";"GM0780";"2022JJ00";""
"9863";"T001038";"10000";"T001019";"GM0780";"2023JJ00";""
"9895";"T001038";"10000";"T001019";"GM0236";"2019JJ00";""
"9896";"T001038";"10000";"T001019";"GM0236";"2020JJ00";""
"9897";"T001038";"10000";"T001019";"GM0236";"2021JJ00";""
"9898";"T001038";"10000";"T001019";"GM0236";"2022JJ00";""
"9899";"T001038";"10000";"T001019";"GM0236";"2023JJ00";""
"9931";"T001038";"10000";"T001019";"GM0781";"2019JJ00";""
"9932";"T001038";"10000";"T001019";"GM0781";"2020JJ00";""
"9933";"T001038";"10000";"T001019";"GM0781";"2021JJ00";""
"9934";"T001038";"10000";"T001019";"GM0781";"2022JJ00";""
"9935";"T001038";"10000";"T001019";"GM0781";"2023JJ00";""
"9967";"T001038";"10000";"T001019";"GM1771";"2019JJ00";"   39595"
"9968";"T001038";"10000";"T001019";"GM1771";"2020JJ00";"   39726"
"9969";"T001038";"10000";"T001019";"GM1771";"2021JJ00";"   40066"
"9970";"T001038";"10000";"T001019";"GM1771";"2022JJ00";"   40131"
"9971";"T001038";"10000";"T001019";"GM1771";"2023JJ00";"   40441"
"10003";"T001038";"10000";"T001019";"GM0906";"2019JJ00";""
"10004";"T001038";"10000";"T001019";"GM0906";"2020JJ00";""
"10005";"T001038";"10000";"T001019";"GM0906";"2021JJ00";""
"10006";"T001038";"10000";"T001019";"GM0906";"2022JJ00";""
"10007";"T001038";"10000";"T001019";"GM0906";"2023JJ00";""
"10039";"T001038";"10000";"T001019";"GM0782";"2019JJ00";""
"10040";"T001038";"10000";"T001019";"GM0782";"2020JJ00";""
"10041";"T001038";"10000";"T001019";"GM0782";"2021JJ00";""
"10042";"T001038";"10000";"T001019";"GM0782";"2022JJ00";""
"10043";"T001038";"10000";"T001019";"GM0782";"2023JJ00";""
"10075";"T001038";"10000";"T001019";"GM1652";"2019JJ00";"   30447"
"10076";"T001038";"10000";"T001019";"GM1652";"2020JJ00";"   30723"
"10077";"T001038";"10000";"T001019";"GM1652";"2021JJ00";"   30760"
"10078";"T001038";"10000";"T001019";"GM1652";"2022JJ00";"   31040"
"10079";"T001038";"10000";"T001019";"GM1652";"2023JJ00";"   31383"
"10111";"T001038";"10000";"T001019";"GM0237";"2019JJ00";""
"10112";"T001038";"10000";"T001019";"GM0237";"2020JJ00";""
"10113";"T001038";"10000";"T001019";"GM0237";"2021JJ00";""
"10114";"T001038";"10000";"T001019";"GM0237";"2022JJ00";""
"10115";"T001038";"10000";"T001019";"GM0237";"2023JJ00";""
"10147";"T001038";"10000";"T001019";"GM0238";"2019JJ00";""
"10148";"T001038";"10000";"T001019";"GM0238";"2020JJ00";""
"10149";"T001038";"10000";"T001019";"GM0238";"2021JJ00";""
"10150";"T001038";"10000";"T001019";"GM0238";"2022JJ00";""
"10151";"T001038";"10000";"T001019";"GM0238";"2023JJ00";""
"10183";"T001038";"10000";"T001019";"GM0154";"2019JJ00";""
"10184";"T001038";"10000";"T001019";"GM0154";"2020JJ00";""
"10185";"T001038";"10000";"T001019";"GM0154";"2021JJ00";""
"10186";"T001038";"10000";"T001019";"GM0154";"2022JJ00";""
"10187";"T001038";"10000";"T001019";"GM0154";"2023JJ00";""
"10219";"T001038";"10000";"T001019";"GM0907";"2019JJ00";"   17071"
"10220";"T001038";"10000";"T001019";"GM0907";"2020JJ00";"   16921"
"10221";"T001038";"10000";"T001019";"GM0907";"2021JJ00";"   17035"
"10222";"T001038";"10000";"T001019";"GM0907";"2022JJ00";"   17237"
"10223";"T001038";"10000";"T001019";"GM0907";"2023JJ00";"   17764"
"10255";"T001038";"10000";"T001019";"GM0689";"2019JJ00";""
"10256";"T001038";"10000";"T001019";"GM0689";"2020JJ00";""
"10257";"T001038";"10000";"T001019";"GM0689";"2021JJ00";""
"10258";"T001038";"10000";"T001019";"GM0689";"2022JJ00";""
"10259";"T001038";"10000";"T001019";"GM0689";"2023JJ00";""
"10291";"T001038";"10000";"T001019";"GM0116";"2019JJ00";""
"10292";"T001038";"10000";"T001019";"GM0116";"2020JJ00";""
"10293";"T001038";"10000";"T001019";"GM0116";"2021JJ00";""
"10294";"T001038";"10000";"T001019";"GM0116";"2022JJ00";""
"10295";"T001038";"10000";"T001019";"GM0116";"2023JJ00";""
"10327";"T001038";"10000";"T001019";"GM0784";"2019JJ00";"   26431"
"10328";"T001038";"10000";"T001019";"GM0784";"2020JJ00";"   26431"
"10329";"T001038";"10000";"T001019";"GM0784";"2021JJ00";"   26723"
"10330";"T001038";"10000";"T001019";"GM0784";"2022JJ00";"   26557"
"10331";"T001038";"10000";"T001019";"GM0784";"2023JJ00";"   26815"
"10363";"T001038";"10000";"T001019";"GM0511";"2019JJ00";""
"10364";"T001038";"10000";"T001019";"GM0511";"2020JJ00";""
"10365";"T001038";"10000";"T001019";"GM0511";"2021JJ00";""
"10366";"T001038";"10000";"T001019";"GM0511";"2022JJ00";""
"10367";"T001038";"10000";"T001019";"GM0511";"2023JJ00";""
"10399";"T001038";"10000";"T001019";"GM1924";"2019JJ00";"   49611"
"10400";"T001038";"10000";"T001019";"GM1924";"2020JJ00";"   50049"
"10401";"T001038";"10000";"T001019";"GM1924";"2021JJ00";"   50589"
"10402";"T001038";"10000";"T001019";"GM1924";"2022JJ00";"   51051"
"10403";"T001038";"10000";"T001019";"GM1924";"2023JJ00";"   51590"
"10435";"T001038";"10000";"T001019";"GM0664";"2019JJ00";"   37653"
"10436";"T001038";"10000";"T001019";"GM0664";"2020JJ00";"   38082"
"10437";"T001038";"10000";"T001019";"GM0664";"2021JJ00";"   38594"
"10438";"T001038";"10000";"T001019";"GM0664";"2022JJ00";"   38950"
"10439";"T001038";"10000";"T001019";"GM0664";"2023JJ00";"   39433"
"10471";"T001038";"10000";"T001019";"GM0785";"2019JJ00";"   23793"
"10472";"T001038";"10000";"T001019";"GM0785";"2020JJ00";"   23904"
"10473";"T001038";"10000";"T001019";"GM0785";"2021JJ00";"   23952"
"10474";"T001038";"10000";"T001019";"GM0785";"2022JJ00";"   23979"
"10475";"T001038";"10000";"T001019";"GM0785";"2023JJ00";"   24177"
"10507";"T001038";"10000";"T001019";"GM1942";"2019JJ00";"   57715"
"10508";"T001038";"10000";"T001019";"GM1942";"2020JJ00";"   58055"
"10509";"T001038";"10000";"T001019";"GM1942";"2021JJ00";"   58524"
"10510";"T001038";"10000";"T001019";"GM1942";"2022JJ00";"   58846"
"10511";"T001038";"10000";"T001019";"GM1942";"2023JJ00";"   60341"
"10543";"T001038";"10000";"T001019";"GM0156";"2019JJ00";""
"10544";"T001038";"10000";"T001019";"GM0156";"2020JJ00";""
"10545";"T001038";"10000";"T001019";"GM0156";"2021JJ00";""
"10546";"T001038";"10000";"T001019";"GM0156";"2022JJ00";""
"10547";"T001038";"10000";"T001019";"GM0156";"2023JJ00";""
"10579";"T001038";"10000";"T001019";"GM0512";"2019JJ00";"   36682"
"10580";"T001038";"10000";"T001019";"GM0512";"2020JJ00";"   37022"
"10581";"T001038";"10000";"T001019";"GM0512";"2021JJ00";"   37410"
"10582";"T001038";"10000";"T001019";"GM0512";"2022JJ00";"   37632"
"10583";"T001038";"10000";"T001019";"GM0512";"2023JJ00";"   38461"
"10615";"T001038";"10000";"T001019";"GM0239";"2019JJ00";""
"10616";"T001038";"10000";"T001019";"GM0239";"2020JJ00";""
"10617";"T001038";"10000";"T001019";"GM0239";"2021JJ00";""
"10618";"T001038";"10000";"T001019";"GM0239";"2022JJ00";""
"10619";"T001038";"10000";"T001019";"GM0239";"2023JJ00";""
"10651";"T001038";"10000";"T001019";"GM0513";"2019JJ00";"   73181"
"10652";"T001038";"10000";"T001019";"GM0513";"2020JJ00";"   73427"
"10653";"T001038";"10000";"T001019";"GM0513";"2021JJ00";"   73681"
"10654";"T001038";"10000";"T001019";"GM0513";"2022JJ00";"   74095"
"10655";"T001038";"10000";"T001019";"GM0513";"2023JJ00";"   75316"
"10687";"T001038";"10000";"T001019";"GM0693";"2019JJ00";""
"10688";"T001038";"10000";"T001019";"GM0693";"2020JJ00";""
"10689";"T001038";"10000";"T001019";"GM0693";"2021JJ00";""
