"Prognose(-interval)";"Leeftijd";"Perioden";"Regio-indeling 2021";"Totale bevolking (x 1 000)"
"Prognose";"Totaal";"2030";"Opmeer";"    12.5"
"Prognose";"Totaal";"2035";"Opmeer";"    12.6"
"Prognose";"Totaal";"2040";"Opmeer";"    12.7"
"Prognose";"Totaal";"2045";"Opmeer";"    12.7"
"Prognose";"Totaal";"2050";"Opmeer";"    12.7"
"Prognose";"Totaal";"2025";"Ouder-Amstel";"    15.5"
"Prognose";"Totaal";"2030";"Ouder-Amstel";"    17.3"
"Prognose";"Totaal";"2035";"Ouder-Amstel";"    19.9"
"Prognose";"Totaal";"2040";"Ouder-Amstel";"    22.9"
"Prognose";"Totaal";"2045";"Ouder-Amstel";"    26.4"
"Prognose";"Totaal";"2050";"Ouder-Amstel";"    29.7"
"Prognose";"Totaal";"2025";"Oudewater";"    10.4"
"Prognose";"Totaal";"2030";"Oudewater";"    10.7"
"Prognose";"Totaal";"2035";"Oudewater";"    11.1"
"Prognose";"Totaal";"2040";"Oudewater";"    11.4"
"Prognose";"Totaal";"2045";"Oudewater";"    11.7"
"Prognose";"Totaal";"2050";"Oudewater";"    12.0"
"Prognose";"Totaal";"2025";"Purmerend";"    85.2"
"Prognose";"Totaal";"2030";"Purmerend";"    89.3"
"Prognose";"Totaal";"2035";"Purmerend";"    93.7"
"Prognose";"Totaal";"2040";"Purmerend";"    96.9"
"Prognose";"Totaal";"2045";"Purmerend";"    99.5"
"Prognose";"Totaal";"2050";"Purmerend";"   101.9"
"Prognose";"Totaal";"2025";"Renswoude";"     5.7"
"Prognose";"Totaal";"2030";"Renswoude";"     6.0"
"Prognose";"Totaal";"2035";"Renswoude";"     6.3"
"Prognose";"Totaal";"2040";"Renswoude";"     6.5"
"Prognose";"Totaal";"2045";"Renswoude";"     6.7"
"Prognose";"Totaal";"2050";"Renswoude";"     6.9"
"Prognose";"Totaal";"2025";"Rhenen";"    20.5"
"Prognose";"Totaal";"2030";"Rhenen";"    20.8"
"Prognose";"Totaal";"2035";"Rhenen";"    21.2"
"Prognose";"Totaal";"2040";"Rhenen";"    21.4"
"Prognose";"Totaal";"2045";"Rhenen";"    21.5"
"Prognose";"Totaal";"2050";"Rhenen";"    21.6"
"Prognose";"Totaal";"2025";"De Ronde Venen";"    45.3"
"Prognose";"Totaal";"2030";"De Ronde Venen";"    45.0"
"Prognose";"Totaal";"2035";"De Ronde Venen";"    45.1"
"Prognose";"Totaal";"2040";"De Ronde Venen";"    45.3"
"Prognose";"Totaal";"2045";"De Ronde Venen";"    45.4"
"Prognose";"Totaal";"2050";"De Ronde Venen";"    45.4"
"Prognose";"Totaal";"2025";"Schagen";"    46.9"
"Prognose";"Totaal";"2030";"Schagen";"    47.5"
"Prognose";"Totaal";"2035";"Schagen";"    48.4"
"Prognose";"Totaal";"2040";"Schagen";"    49.2"
"Prognose";"Totaal";"2045";"Schagen";"    50.0"
"Prognose";"Totaal";"2050";"Schagen";"    50.8"
"Prognose";"Totaal";"2025";"Soest";"    47.3"
"Prognose";"Totaal";"2030";"Soest";"    47.4"
"Prognose";"Totaal";"2035";"Soest";"    47.8"
"Prognose";"Totaal";"2040";"Soest";"    48.2"
"Prognose";"Totaal";"2045";"Soest";"    48.5"
"Prognose";"Totaal";"2050";"Soest";"    48.7"
"Prognose";"Totaal";"2025";"Stede Broec";"    21.9"
"Prognose";"Totaal";"2030";"Stede Broec";"    21.9"
"Prognose";"Totaal";"2035";"Stede Broec";"    21.9"
"Prognose";"Totaal";"2040";"Stede Broec";"    21.9"
"Prognose";"Totaal";"2045";"Stede Broec";"    22.3"
"Prognose";"Totaal";"2050";"Stede Broec";"    22.7"
"Prognose";"Totaal";"2025";"Stichtse Vecht";"    66.8"
"Prognose";"Totaal";"2030";"Stichtse Vecht";"    66.6"
"Prognose";"Totaal";"2035";"Stichtse Vecht";"    67.0"
"Prognose";"Totaal";"2040";"Stichtse Vecht";"    67.4"
"Prognose";"Totaal";"2045";"Stichtse Vecht";"    67.7"
"Prognose";"Totaal";"2050";"Stichtse Vecht";"    67.7"
"Prognose";"Totaal";"2025";"Texel";"    13.9"
"Prognose";"Totaal";"2030";"Texel";"    14.0"
"Prognose";"Totaal";"2035";"Texel";"    14.0"
"Prognose";"Totaal";"2040";"Texel";"    14.0"
"Prognose";"Totaal";"2045";"Texel";"    14.0"
"Prognose";"Totaal";"2050";"Texel";"    14.0"
"Prognose";"Totaal";"2025";"Uitgeest";"    13.7"
"Prognose";"Totaal";"2030";"Uitgeest";"    13.8"
"Prognose";"Totaal";"2035";"Uitgeest";"    13.8"
"Prognose";"Totaal";"2040";"Uitgeest";"    13.9"
"Prognose";"Totaal";"2045";"Uitgeest";"    14.0"
"Prognose";"Totaal";"2050";"Uitgeest";"    14.0"
"Prognose";"Totaal";"2025";"Uithoorn";"    31.7"
"Prognose";"Totaal";"2030";"Uithoorn";"    32.6"
"Prognose";"Totaal";"2035";"Uithoorn";"    33.5"
"Prognose";"Totaal";"2040";"Uithoorn";"    33.9"
"Prognose";"Totaal";"2045";"Uithoorn";"    34.3"
"Prognose";"Totaal";"2050";"Uithoorn";"    34.6"
"Prognose";"Totaal";"2025";"Utrecht (gemeente)";"   386.0"
"Prognose";"Totaal";"2030";"Utrecht (gemeente)";"   425.3"
"Prognose";"Totaal";"2035";"Utrecht (gemeente)";"   454.4"
"Prognose";"Totaal";"2040";"Utrecht (gemeente)";"   475.4"
"Prognose";"Totaal";"2045";"Utrecht (gemeente)";"   492.4"
"Prognose";"Totaal";"2050";"Utrecht (gemeente)";"   506.9"
"Prognose";"Totaal";"2025";"Utrechtse Heuvelrug";"    50.4"
"Prognose";"Totaal";"2030";"Utrechtse Heuvelrug";"    49.9"
"Prognose";"Totaal";"2035";"Utrechtse Heuvelrug";"    50.2"
"Prognose";"Totaal";"2040";"Utrechtse Heuvelrug";"    50.6"
"Prognose";"Totaal";"2045";"Utrechtse Heuvelrug";"    51.4"
"Prognose";"Totaal";"2050";"Utrechtse Heuvelrug";"    52.0"
"Prognose";"Totaal";"2025";"Veenendaal";"    69.1"
"Prognose";"Totaal";"2030";"Veenendaal";"    71.0"
"Prognose";"Totaal";"2035";"Veenendaal";"    72.9"
"Prognose";"Totaal";"2040";"Veenendaal";"    74.0"
"Prognose";"Totaal";"2045";"Veenendaal";"    74.7"
"Prognose";"Totaal";"2050";"Veenendaal";"    74.8"
"Prognose";"Totaal";"2025";"Velsen";"    70.1"
"Prognose";"Totaal";"2030";"Velsen";"    71.2"
"Prognose";"Totaal";"2035";"Velsen";"    72.2"
"Prognose";"Totaal";"2040";"Velsen";"    72.8"
"Prognose";"Totaal";"2045";"Velsen";"    73.2"
"Prognose";"Totaal";"2050";"Velsen";"    73.4"
"Prognose";"Totaal";"2025";"Vijfheerenlanden";"    59.7"
"Prognose";"Totaal";"2030";"Vijfheerenlanden";"    61.0"
"Prognose";"Totaal";"2035";"Vijfheerenlanden";"    62.4"
"Prognose";"Totaal";"2040";"Vijfheerenlanden";"    63.6"
"Prognose";"Totaal";"2045";"Vijfheerenlanden";"    64.8"
"Prognose";"Totaal";"2050";"Vijfheerenlanden";"    65.8"
"Prognose";"Totaal";"2025";"Waterland";"    17.6"
"Prognose";"Totaal";"2030";"Waterland";"    17.5"
"Prognose";"Totaal";"2035";"Waterland";"    17.6"
"Prognose";"Totaal";"2040";"Waterland";"    17.7"
"Prognose";"Totaal";"2045";"Waterland";"    18.0"
"Prognose";"Totaal";"2050";"Waterland";"    18.4"
"Prognose";"Totaal";"2025";"Weesp";"    22.0"
"Prognose";"Totaal";"2030";"Weesp";"    24.0"
"Prognose";"Totaal";"2035";"Weesp";"    25.5"
"Prognose";"Totaal";"2040";"Weesp";"    26.9"
"Prognose";"Totaal";"2045";"Weesp";"    28.1"
"Prognose";"Totaal";"2050";"Weesp";"    29.1"
"Prognose";"Totaal";"2025";"Wijdemeren";"    25.0"
"Prognose";"Totaal";"2030";"Wijdemeren";"    25.3"
"Prognose";"Totaal";"2035";"Wijdemeren";"    25.8"
"Prognose";"Totaal";"2040";"Wijdemeren";"    26.2"
"Prognose";"Totaal";"2045";"Wijdemeren";"    26.5"
"Prognose";"Totaal";"2050";"Wijdemeren";"    26.6"
"Prognose";"Totaal";"2025";"Wijk bij Duurstede";"    24.2"
"Prognose";"Totaal";"2030";"Wijk bij Duurstede";"    24.4"
"Prognose";"Totaal";"2035";"Wijk bij Duurstede";"    24.7"
"Prognose";"Totaal";"2040";"Wijk bij Duurstede";"    24.8"
"Prognose";"Totaal";"2045";"Wijk bij Duurstede";"    24.7"
"Prognose";"Totaal";"2050";"Wijk bij Duurstede";"    24.6"
"Prognose";"Totaal";"2025";"Woerden";"    53.6"
"Prognose";"Totaal";"2030";"Woerden";"    54.1"
"Prognose";"Totaal";"2035";"Woerden";"    54.7"
"Prognose";"Totaal";"2040";"Woerden";"    55.2"
"Prognose";"Totaal";"2045";"Woerden";"    55.6"
"Prognose";"Totaal";"2050";"Woerden";"    55.9"
"Prognose";"Totaal";"2025";"Wormerland";"    16.4"
"Prognose";"Totaal";"2030";"Wormerland";"    16.3"
"Prognose";"Totaal";"2035";"Wormerland";"    16.2"
"Prognose";"Totaal";"2040";"Wormerland";"    16.2"
"Prognose";"Totaal";"2045";"Wormerland";"    16.0"
"Prognose";"Totaal";"2050";"Wormerland";"    15.9"
"Prognose";"Totaal";"2025";"Woudenberg";"    14.0"
"Prognose";"Totaal";"2030";"Woudenberg";"    14.3"
"Prognose";"Totaal";"2035";"Woudenberg";"    14.6"
"Prognose";"Totaal";"2040";"Woudenberg";"    14.8"
"Prognose";"Totaal";"2045";"Woudenberg";"    15.1"
"Prognose";"Totaal";"2050";"Woudenberg";"    15.4"
"Prognose";"Totaal";"2025";"Zaanstad";"   163.9"
"Prognose";"Totaal";"2030";"Zaanstad";"   176.5"
"Prognose";"Totaal";"2035";"Zaanstad";"   180.2"
"Prognose";"Totaal";"2040";"Zaanstad";"   182.5"
"Prognose";"Totaal";"2045";"Zaanstad";"   184.0"
"Prognose";"Totaal";"2050";"Zaanstad";"   185.1"
"Prognose";"Totaal";"2025";"Zandvoort";"    17.7"
"Prognose";"Totaal";"2030";"Zandvoort";"    18.1"
"Prognose";"Totaal";"2035";"Zandvoort";"    18.4"
"Prognose";"Totaal";"2040";"Zandvoort";"    18.7"
"Prognose";"Totaal";"2045";"Zandvoort";"    19.0"
"Prognose";"Totaal";"2050";"Zandvoort";"    19.2"
"Prognose";"Totaal";"2025";"Zeist";"    67.1"
"Prognose";"Totaal";"2030";"Zeist";"    69.4"
"Prognose";"Totaal";"2035";"Zeist";"    71.4"
"Prognose";"Totaal";"2040";"Zeist";"    73.5"
"Prognose";"Totaal";"2045";"Zeist";"    75.2"
"Prognose";"Totaal";"2050";"Zeist";"    76.7"
