,average_remote_working_days,average_working_days,percent_remote_worker,fuel_price,gdp,share_service_sector_gdp,total_vehicles,world_trade_volume,consumer_energy_price,road_load_factor_index,train_ticket_price,commuting_jobs_share,total_jobs,total_population,IC ratio
scenario_071,1.2329153724184183,1.1557432709723598,0.6313318875911014,1.4920660788069569,1.3761454731805978,1.0074663814644582,1.0065039372188793,1.5128200073739084,3.389934395787186,0.7879284344606038,0.9896401549631183,0.7829594113032003,0.9981504928842792,1.0806476156225997,1.9940833933150224
scenario_072,2.368692763518068,1.1499476265991333,0.7042545213198376,1.3689881199088847,1.37974066665994,1.0183567255200734,0.9940268126297465,1.4342600315289746,0.903362094771884,0.8525441236358842,0.9996172390860127,0.925837834930477,1.0468329139380834,1.0850978797962825,1.9571198989899805
scenario_073,0.5014519209571763,1.2051561193877949,1.0733760372101557,1.4299043663789788,1.1830333551413137,1.0026465196216283,1.1106618667685833,1.6101959784228266,1.7776635713644133,1.1882702966084067,0.9788162342596421,0.7121480802448263,0.9936392660949945,1.1154058659055766,1.3672780865881045
scenario_074,2.087233953511116,1.0101474245037054,1.1998365342429087,0.9355045586448335,1.0250132686864324,1.0115253934058859,1.020114951068763,1.930966317105175,1.4070331200674733,1.3535035583418948,1.0352125221202768,0.8409239538692482,0.976443296792147,1.0852452684376968,1.500650785324518
scenario_075,2.127805548633073,1.2124024572135739,0.99251273614412,1.366006526659189,1.3227588074120302,1.0061014251391034,1.0710176139506689,1.982350396169844,1.7636471118340753,0.8904996218556634,0.9591846902940707,1.016703497176789,0.9788045699623968,1.0864468755938774,1.8680349595097647
scenario_076,1.3496442073054462,0.9824106510139958,1.0656493310844213,0.8212661537330959,1.3817576143628334,1.0139748528038228,1.0153041861396879,1.4791417930458028,2.101403855888311,1.2127068228426154,0.986950842665197,0.9948446416000968,1.0337713150823338,1.0918966660506029,1.3623421169606524
scenario_077,2.8472403053931195,0.97059645626597,0.9082713629369168,1.1634304496946424,1.1632607660141425,1.0080184125017992,0.9957299921855369,1.8893890040365797,2.243282830706124,1.1300046022535175,1.0192439318038065,1.033705876925293,0.9887821157779303,1.075436387250674,1.5766311003321782
scenario_078,2.501512561276536,1.0239032052705108,0.5774809958402503,1.2486687995787429,1.227432737556663,1.0152808474414856,1.0962550898362506,1.747498313638405,1.5574768845378109,1.4416915095833645,0.9744166604054432,1.018771780569205,1.0071052094566435,1.0631678654432661,1.4024084276657702
scenario_079,1.7817749771984386,1.0675752146980522,0.5652121360784184,0.916651301813292,1.0969294053250416,1.0034170133059146,1.0250519930918578,1.5499633955507337,1.4553437592339933,1.2149686653004366,0.9635119884636115,0.6981197759935739,1.0134426513033576,1.0784626113902946,1.3585487906095148
scenario_080,2.2068353307325004,1.1457235545130884,0.6142328234848674,1.8324175504646552,0.985918004278744,1.0079455665746726,1.1298970498961014,1.3518801710220225,1.0667769179996591,1.5502714573952596,0.9810647416880379,1.100108901172271,1.0356482200231982,1.0599483537667533,1.210060784866355
scenario_081,1.75062159285711,1.2423525292375766,0.7743471212839955,1.3287288980224543,1.087778371544756,1.0078847582285944,1.0846989481022968,1.428842764789327,1.498359448687665,1.0603144429141602,0.9774890695746147,0.6786378871002251,1.0163608281955414,1.0910073120361656,1.5760583914239816
scenario_082,1.577514696927449,1.1539110826678243,0.6334215392488971,1.6358224051176236,1.3179093644406585,1.0121206216947045,1.0912563882273258,1.5585812636168261,2.5738410808192413,1.3627984559940218,0.9614128617659584,1.1592930088033364,1.0250870277603608,1.0587027813499896,1.3356497996799297
scenario_083,2.936794844524729,0.9968324538621993,0.9235471811219377,0.6999053790527403,1.068976922253645,1.0082752415935807,1.022599247204322,1.5173706840736356,0.5829097966017714,0.7733026149194874,0.9526622350706468,0.8316919418929926,1.0233264350067433,1.0735778782442054,2.4072242667218307
scenario_084,2.081456878808089,1.0051458254028902,0.9076648630405181,1.060222388577888,1.1299809997525707,1.0093923609709674,1.1222418649989594,1.7857142174113163,1.3421721755664124,1.2815798228159536,1.0520947058299168,0.9362336166515417,1.0059381133796814,1.0717103344701864,1.5469013587016436
scenario_085,2.007039559696337,1.080517935266089,1.0582094133553501,0.6296789458265609,1.1888151031515848,1.0056505081869909,1.036304268655468,1.4653240223160886,0.967486660619291,1.2991977073470795,0.9901160334587842,1.084516549390853,1.0670460488619211,1.064372676368022,1.7209460008990205
scenario_086,1.2524333647936707,1.065468282443739,1.0142196523957452,1.6191434986169704,1.1701104158013522,1.002288389846179,1.1260157236057775,1.6787712872895493,1.515247214472114,1.5504912345479083,1.059393567923007,0.8322538783991524,1.0120478430059328,1.0665505057079496,1.407170102278484
scenario_087,0.7772030889652598,1.0724580245612325,0.9523292749391845,1.3168049804401503,1.4261866295213317,1.0048825523943923,1.1211109330511326,1.9278417645693546,1.1727464446576983,1.170613260324554,0.956015600523303,0.6951219677055757,1.0107840845485814,1.0798391156874356,1.9136952916252767
scenario_088,2.7555223456593017,1.0989862102917098,0.6830753479605975,1.309311111189302,1.2478914816888633,1.0032952657202645,1.0114751096576067,1.8226282027321759,1.424101458032404,1.5694170664146996,0.9870466291161685,0.7172627074061825,1.0481834504894258,1.0738271616592967,1.2545140854318595
scenario_089,1.7211535401308928,1.1331991340420315,1.0779555828986302,1.510623125541643,1.14742107967771,1.0123098532892825,1.0158235266814712,1.3912569418858118,1.3042567299972132,0.9933506142114936,0.97254693023434,0.839845532313674,0.9967877213960422,1.0491818949195235,1.7310517709771722
scenario_090,1.4639746918536534,1.1433930948026543,0.4538702575132194,0.9387863022899968,1.2449918469443824,1.0022048508662336,1.1469603575607212,1.8411090793951272,1.4243081198489844,0.6953404204760926,1.019453809506623,0.7935387799164333,1.0069720441670305,1.057351644447793,2.512441185822445
scenario_091,1.0594183072783596,1.1373127091270236,0.4690757000723381,1.1004721573519245,1.0779075448455946,1.009808804219275,0.9732314679342343,1.6999159723189672,1.0664352157093646,0.8955262283695048,0.9970429354041701,0.9737784602479411,1.0064616061939244,1.0769474193707675,1.725632515664071
scenario_092,1.2075578949663923,1.0419823114768176,0.44693563876876524,1.8382656573616132,1.3007620883777804,1.0055732492256826,0.9370139335976703,1.7384781014811335,2.1949000821171047,1.65557026254845,1.0146425420677414,0.7592228626150411,1.0031997156444072,1.0688256979509208,1.2635174788903658
scenario_093,1.254559838353708,0.9766913343656412,1.054132090402332,1.7412300404986396,1.236749626063555,1.0137603289419403,1.18966289577623,1.7761874665645219,1.1408680752316707,0.7445585071668909,0.9959124154345268,1.2223886687539607,0.9815507801038245,1.0779781462292912,2.352701849842448
scenario_094,1.5099346414590507,0.9613335483577191,0.6921678934825897,1.2028343907867942,1.359989916373344,1.004951623544153,0.9886725370359989,1.6825720381206943,2.1590420991270105,1.0078955728969965,1.0324500292820316,1.0145741960983286,1.007552125229412,1.069794142802046,1.808163793768436
scenario_095,1.2008607010347159,1.0906241657524576,0.7908120173344095,1.3186693800888585,1.2406001082241545,1.0052663717935673,1.098951328130918,1.6020572617255915,2.991654551238295,1.210159255797416,1.0140614617413894,0.9605288831202456,1.0264096666466545,1.0957442382156273,1.35263006071144
scenario_096,2.7634951302538417,1.056676490111641,0.7692905984069901,0.9423329176108327,1.2302185332156124,1.0048059009954893,1.1238382428399203,1.7612321451167348,1.371649533196931,1.3426131440190945,0.9633897236287748,0.9540065711064883,1.0395402724274445,1.0988113748790602,1.7878122190936103
